id,question,A,B,C,D,E,answer,category,macro category
1374,Quale è la sede delle terminazioni nervose sensitive libere cutanee ?,a livello dell'ipoderma,a livello del derma profondo,porzione prossimale dell'epidermide,strato corneo compatto,strato corneo disgiunto,C,Area Clinica 2017,medicina specialistica
1375,Il linfedema può essere secondario a:,infezione virale,infezione streptococcica,infezione micotica,acariasi,ulcera molle,B,Area Clinica 2017,medicina specialistica
1376,"Tipicamente, l'uretrite gonococcica si manifesta con: AREA CLINICA Pag. 234/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,","minimo essudato uretrale e disuria che compaiono in genere dopo 10-30 giorni dal contagio sessuale, per via vaginale, anale o orale","Perdite uretrali limpide e incolori, caratteristicamente evidenti solo al primo mitto mattutino, non accompagnate da sintomatologia soggettiva","Solo tramite le sue complicanze (linfangite, ascessi periuretrali, epididimite, orchite, stenosi uretrali, artrite settica e infezione gonococcica disseminata), in quanto non esiste una sintomatologia iniziale di tipo acuto","Una forma purulenta acuta dopo una breve incubazione di 2-14 giorni (media di 3-4) dal contatto sessuale (vaginale, anale od orale) con un soggetto infetto",un prodromo torbido dopo 2 settimane e una forma acuta sistemica dopo sei mesi - un anno dall'infezione,D,Area Clinica 2017,medicina specialistica
1377,Le dermatiti da contatto allergiche sono causate più frequentemente da:,metalli,antimicrobici,conservanti,veicoli,farmaci,A,Area Clinica 2017,medicina specialistica
1378,Qual è la definizione esatta di bolla?,è una raccolta di liquido sudorale a sede intraepidermica,"è una raccolta di liquido sieroso, siero-purulento o sieroematico",è una raccolta di sebo a sede dermica,è una raccolta di sebo e detriti cellulari a sede sottocutanea,è una raccolta di detriti cellulari e batteri a sede sottocutanea,B,Area Clinica 2017,medicina specialistica
1379,Quale di queste è una dermatite spiccatamente desquamativa?,pemfigo vegetante,eritema nodoso,psoriasi,nevo composto pigmentato,morphea,C,Area Clinica 2017,medicina specialistica
1380,Relativamente alle  malattie sessualmente trasmesse (MST)  si può affermare che la rivoluzione sessuale degli anni '70 del secolo scorso nei Paesi Occidentali abbia portato:,a una riduzione di incidenza delle MST,"a una riduzione di incidenza delle MST ""classiche"" (gonorrea, sifilide e clamidia) a fronte di un'aumento di incidenza di infezione da HIV","a una riduzione di incidenza delle MST ""classiche"" (gonorrea, sifilide e clamidia) ma solo nei soggetti eterosessuali","a un aumento di incidenza delle MST ""classiche"" (gonorrea, sifilide e clamidia) sia negli omosessuali che negli eterosessuali",a una psicosi collettiva da MST,D,Area Clinica 2017,medicina specialistica
1381,Il sifiloma è:,una bolla,una pustola,una vescicola,"un nodulo AREA CLINICA Pag. 235/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",una chiazza eritemato-squamosa,D,Area Clinica 2017,medicina specialistica
1382,Cos'è l'ulcera molle?,una malattia sessualmente trasmessa da Haemophilus ducreyi,una malattia sessualmente trasmessa da Treponema pallidum,una malattia sessualmente trasmessa da Trichomonas vaginalis,una malattia sessualmente trasmessa da Neisseria gonorrhoeae,una malattia sessualmente trasmessa da Candida albicans,A,Area Clinica 2017,medicina specialistica
1383,Cosa sono le pediculosi?,malattie cutanee batteriche,malattie cutanee parassitarie,malattie cutanee protozoarie,malattie cutanee da miceti,malattie cutanee da arbovirus,B,Area Clinica 2017,medicina specialistica
1384,Qual è l'aspetto clinico delle epidermomicosi?,chiazze eritemato-desquamative a limiti netti con risoluzione centrale,placche eritemato-squamose,noduli ad evoluzione ulcerativa,bolle ematiche,bolle a contenuto siero-purulento,A,Area Clinica 2017,medicina specialistica
1385,Qual è l'indagine sierologica di screening che si effettua per la sifilide?,FTA/ABS,TPHA/VDRL,TPI,SPHA,Western blot,B,Area Clinica 2017,medicina specialistica
1386,Da che cosa è costituito il complesso primario della sifilide?,sifiloma + adenopatia generalizzata,sifiloma + adenopatia satellite,sifiloma + focus infettivo endogeno,focus infettivo endogeno + adenopatia generalizzata,infezione generalizzata + focus infettivo encefalico,B,Area Clinica 2017,medicina specialistica
1387,L'acantosi è:,aumento dello strato corneo,aumento dello strato spinoso,aumento dello strato basale,"aumento dei melanociti AREA CLINICA Pag. 236/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",aumento delle cellule di Langerhans,B,Area Clinica 2017,medicina specialistica
1388,Quali sono le cellule prevalenti dell'epidermide?,melanociti,cellule di Langerhans,cellule di Merkel,cheratinociti,linfociti,D,Area Clinica 2017,medicina specialistica
1389,La dermatite seborroica colpisce selettivamente:,il volto,gli arti superiori,l'addome,gli arti inferiori,il perineo,A,Area Clinica 2017,medicina specialistica
1390,Quale delle seguenti sedi è provvista di ghiandole apocrine?,regione perianale,cuoio capelluto,regioni palmo-plantari,guance,arcate sopraccigliari,A,Area Clinica 2017,medicina specialistica
1391,L'acne rosacea colpisce selettivamente:,il volto,la nuca,la regione presternale,il dorso,gli arti,A,Area Clinica 2017,medicina specialistica
1392,Quale è la caratteristica più tipica della vitiligine ?,ipopigmentazione,iperpigmentazione,eritema diffuso,prurito,contagiosità,A,Area Clinica 2017,medicina specialistica
1393,"Parlando di candidosi, si può affermare che:","Sono infezioni provocate da miceti del genere Candida, che interessano solo l'uomo, mentre le donne sono immuni dal contagio","Si stima che circa il 75% delle donne soffrirà di vaginite da candida nel corso della vita, in modo occasionale o nella forma ricorrente","Nelle forme occasionali, C. albicans è l'agente causale del 100% dei casi, mentre le altre specie di candida sono implicate solo nelle forme ricorrenti AREA CLINICA Pag. 237/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Sono la conseguenza della promiscuità sessuale dei nostri tempi,"l'impiego di contraccettivi ad alto contenuto di estrogeni (che aumentano i livelli locali di glicogeno), la gravidanza e il diabete (aumento di glucosio nelle urine e nelle secrezioni vaginali) sono fattori protettivi nei confronti delle candidosi nella donna",B,Area Clinica 2017,medicina specialistica
1394,Qual è la lesione elementare caratterizzante il carcinoma squamocellulare?,pustola,papula,nodulo,bolla,vescicola,C,Area Clinica 2017,medicina specialistica
1395,Qual è il trattamento d'elezione per la sifilide?,corticosteroidi,ciclosporina,metotrexate,penicillina,metronidazolo,D,Area Clinica 2017,medicina specialistica
1396,La localizzazione più frequente della idrosadenite è:,il volto,la regione presternale,la regione ascellare,la superficie plantare,la regione addominale,C,Area Clinica 2017,medicina specialistica
1397,Qual è la definizione esatta di nodulo?,è una lesione infiltrativa fugace,è una lesione solida a sede intraepidermica,è una lesione costituita da raccolta di siero e pus,"è una lesione infiltrativa a sede dermica, dermo-ipodermica o ipodermica",è una lesione eritemato-edematosa a sede dermo-ipodermica,D,Area Clinica 2017,medicina specialistica
1398,Il lupus volgare è:,una forma di lupus eritematoso,una forma di tubercolosi cutanea,una forma di lebbra cutanea,una forma grave di acne,una forma grave di rosacea,B,Area Clinica 2017,medicina specialistica
1399,In quale fase della sifilide si ha il più alto titolo anticorpale?,lue primaria,lue nervosa,"lue secondaria AREA CLINICA Pag. 238/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",lue terziaria,lue ignorata sieropositiva,C,Area Clinica 2017,medicina specialistica
1400,Cos'è l'idrosadenite?,una infezione piogenica delle ghiandole sudoripare apocrine,una infezione piogenica delle ghiandole sudoripare eccrine,una infezione piogenica dei linfonodi ascellari,una infezione erpetica,una infezione micotica,A,Area Clinica 2017,medicina specialistica
1401,"Nel carbonchio, il Bacillus anthracis penetra nell'organismo:",solo attraverso la cute,solo per via intestinale,solo per via respiratoria,solo attraverso la cute o per via respiratoria,"attraverso la cute, per via intestinale e per via respiratoria",E,Area Clinica 2017,medicina specialistica
1402,Qual è la definizione clinica esatta per la dermatite atopica?,è una dermatite eczematosa,è una dermatite nodulare,è una dermatite pustolosa,è una dermatite esantematica,è una infezione da piogeni,A,Area Clinica 2017,medicina specialistica
1403,Qual è il meccanismo patogenetico della dermatite allergica da contatto?,ipersensibilità ritardata di IV tipo cellulo-mediata,ipersensibilità IgE-mediata,da immunocomplessi,da autoanticorpi,da citotossicità cellulare anticorpo-mediata,A,Area Clinica 2017,medicina specialistica
1404,Nel sospetto diagnostico di morbo di Paget mammario bisogna escludere:,un melanoma,un eczema,una necrobiosi lipidica,una follicolite,un angioma,B,Area Clinica 2017,medicina specialistica
1405,Qual è la funzione delle cellule di Langerhans dell'epidermide?,sintetizzano la melanina,funzione di sorveglianza immunitaria,"funzione di barriera fisica AREA CLINICA Pag. 239/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",protezione dai raggi ultravioletti,sintesi di acido ialuronico,B,Area Clinica 2017,medicina specialistica
1406,Come si manifesta la gonorrea nell'uomo?,nodulo in sede balano-prepuziale,uretrite,orchite,fimosi balano-prepuziale,ulcera balano-prepuziale,B,Area Clinica 2017,medicina specialistica
1407,Per mantenere un atteggiamento corretto nei confronti del paziente è opportuno:,reprimere ogni reazione emotiva,evitare di esprimere le proprie opinioni,"evitare l'ironia, il sarcasmo e la disconferma",criticare apertamente i comportamenti,nessuna delle altre risposte indicate,C,Area Clinica 2017,medicina specialistica
1408,Per essere considerati imputabili si richiede:,capacità di intendere e di volere,incapacità di intendere o di volere,non essere interdett,aver compiuto i 21 anni,non aver sofferto di disturbi psicotici,A,Area Clinica 2017,medicina specialistica
1409,La convinzione che un'altra persona possa leggere il proprio pensiero indica:,delirio,ossessione,idea di riferimento,depersonalizzazione,disturbo della memoria,A,Area Clinica 2017,medicina specialistica
1410,Quale dei seguenti non indica un meccanismo di difesa psichico?,Proiezione,Rimozione,Regressione,Negazione,Confabulazione,E,Area Clinica 2017,medicina specialistica
1411,Di fronte ad un paziente ansioso l'operatore psichiatrico non deve:,"osservare il paziente, raccogliere i dati, rilevare i parametri vitali",cercare di banalizzare la situazione,"essere autorevole AREA CLINICA Pag. 240/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",assumere atteggiamenti rassicuranti,preoccuparsi dell'ambiente che circonda il paziente,B,Area Clinica 2017,medicina specialistica
1412,La discinesia tardiva:,è un sintomo dell'effetto dei neurolettici,è un sintomo dell'alcoolismo,è un sintomo della schizofrenia,è un sintomo della lue terziaria,è un sintomo della demenza,A,Area Clinica 2017,medicina specialistica
1413,L'abuso alcolico cronico può portare alla:,demenza praecox,nevrosi d'ansia,schizofrenia,demenza,nessuna delle risposte,D,Area Clinica 2017,medicina specialistica
1414,La quantità del sonno:,diminuisce con l'avanzare dell'età,rimane invariata in tutte le età,diminuisce dalla nascita al decimo anno di età e poi rimane invariata,diminuisce dalla nascita al terzo anno di età e poi rimane invariata,diminuisce dalla nascita al primo anno di età e poi rimane invariata,A,Area Clinica 2017,medicina specialistica
1415,Il DSM- IV è un sistema di classificazione dei disturbi psichici:,Gerarchico multiassiale,Dimensionale,Categoriale,Gerarchico,Categoriale multiassiale,E,Area Clinica 2017,medicina specialistica
1416,Il trattamento sanitario obbligatorio (t.s.o.):,viene richiesto ed effettuato quando i malati sono pericolosi per sè e per gli altri,è una delle più frequenti modalità di ricovero in Servizi Psichiatrici Diagnosi e Cura (SPDC),è un trattamento sanitario eccezionale da effettuarsi ai malati che non hanno coscienza di malattia e che rifiutano le cure necessarie,è un provvedimento del giudice tutelare,tutte le altre risposte indicate,C,Area Clinica 2017,medicina specialistica
1417,Un soggetto affetto da cleptomania:,di solito dispone di denaro per pagare ciò che ruba,è incapace di resistere all'impulso di rubare oggetti di poco valore,"per lo più non usa gli oggetti rubati AREA CLINICA Pag. 241/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",per lo più non ha complici,tutte le altre risposte indicate,E,Area Clinica 2017,medicina specialistica
1418,Da cosa è caratterizzato l'onirismo?,"Confusione, iperattività, alterazioni affettive","Lucidità, ipermnesie, lieve euforia","Disforia, compulsioni, turbe del sonno","Deliri di grandezza, insonnia, bulimia, ipermnesie","Amnesia retrograda, razionalizzazione, repressioni",A,Area Clinica 2017,medicina specialistica
1419,Il delirium tremens è associato caratteristicamente ai seguenti sintomi con la esclusione di:,bradicardia,tremore,vivide allucinazioni visive,disorientamento temporo spaziale,decorso di 3-7 giorni,A,Area Clinica 2017,medicina specialistica
1420,Il disturbo delirante di tipo somatico si puo' articolare in tematiche di vario tipo fra le quali:,tutte le seguenti,la convinzione di avere la pelle infestata da parassiti o un parassita interno,la convinzione di avere parti del corpo deformi,la convinzione di avere organi non funzionanti,la convinzione di emanare odore cattivo da qualche parte del corpo,A,Area Clinica 2017,medicina specialistica
1421,Che cos'è l'illusione?,Una percezione senza oggetto,Una distorsione della percezione,Una percezioni senza caratteri sensoriali,Una anomalia del pensiero,Un disturbo dell'intelligenza,B,Area Clinica 2017,medicina specialistica
1422,A cosa può portare la tossicomania da cocaina ?,Tolleranza,Dipendenza,Neurosi,Psicosi,Astinenza,D,Area Clinica 2017,medicina specialistica
1423,Nell'insufficienza mentale grave il Q.I. è compreso fra:,0-20/25,25-40/50,"40/50-70 AREA CLINICA Pag. 242/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",80/90-100,100-110/120,A,Area Clinica 2017,medicina specialistica
1424,In un paziente demente che presenti agitazione psicomotoria è indicato l'uso di:,benzodiazepine,barbiturici a basse dosi,sostanze placebo,aloperidolo a basse dosi,clorimipramina,D,Area Clinica 2017,medicina specialistica
1425,Per definire un disturbo depressivo maggiore come ricorrente occorre:,La presenza di almeno tre episodi depressivi in tre anni consecutivi.,La comparsa di due o più episodi depressivi con intervallo di remissione di almeno due mesi consecutivi.,"La comparsa di depressione in determinati periodi dell'anno, in particolare la primavera e l'autunno.",La presenza di episodi depressivi alternati a periodi di ipomaniacalità,Nessuna delle risposte indicate,A,Area Clinica 2017,medicina specialistica
1426,Per salute mentale si intende la capacità dell'individuo :,Di risolvere o adattarsi a conflitti esterni o eventi esterni negativi,Di canalizzare le pulsioni in prodotti sociali,Di stabilire adeguate relazioni interpersonali,Di adattarsi all'ambiente,Tutte le risposte sono esatte,E,Area Clinica 2017,medicina specialistica
1427,La prevalenza nella epidemiologia misura:,il numero di casi di una malattia che esistono in un dato momento in una popolazione,i sintomi più comuni di una malattia,la malattia a maggior frequenza,l'etnocentrismo e il trattamento di una data malattia,la fascia d'età maggiormente vulnerabile,A,Area Clinica 2017,medicina specialistica
1428,Per fobia si intende:,un disturbo della personalità,un disturbo del pensiero,un sintomo tipico di matrice psicotica,un disturbo della percezione,un sintomo della depressione,B,Area Clinica 2017,medicina specialistica
1429,Nel trattamento di un quadro confusionale bisognerebbe:,assicurare al paziente una presenza continuativa,tenere il paziente in condizioni di oscurità ed isolamento,"usare larghe quantità di sedativi AREA CLINICA Pag. 243/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",usare antidepressivi triciclici,mantenere il paziente sveglio a tutti i costi,A,Area Clinica 2017,medicina specialistica
1430,Uno stato crepuscolare può essere dovuto a:,crisi epilettica temporale,insonnia persistente,diminuzione del visus,reazione fobica particolarmente grave,iperdosaggio di farmaci antidepressivi,A,Area Clinica 2017,medicina specialistica
1431,Per depressione mascherata si intende:,"Una depressione con sintomi compensatori contrari a quelli depressivi (tipo iperaffacendamento, ilarità)",Estroversione,Una depressione che si presenta con prevalente depressione somatica in assenza di malattia fisica,Una depressione con prevalente componente reattiva su una struttura nevrotica di personalità,Nessuna delle risposte indicate,C,Area Clinica 2017,medicina specialistica
1432,Quale è la percentuale di pazienti neoplastici che sviluppa un episodio depressivo?,10%,25%,50%,80%,100%,B,Area Clinica 2017,medicina specialistica
1433,Qual è il primo tipo di contenzione che si utilizza nel paziente maniacale?,relazionale,farmacologica,fisica,nessuna delle altre risposte indicate,tutte le altre risposte indicate,B,Area Clinica 2017,medicina specialistica
1434,In quale di queste discipline specialistiche l'assistito può accedere direttamente senza l'impegnativa del Medico di medicina generale ?,igiene,medicina interna,psichiatria,dermatologia,medicina legale,C,Area Clinica 2017,medicina specialistica
1435,"Come si chiama una forte angoscia invincibile ed immotivata per situazioni, azioni ed oggetti?",Paura,Fobia,"Ossessione AREA CLINICA Pag. 244/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Pseudoallucinazione,Delirio,B,Area Clinica 2017,medicina specialistica
1436,I farmaci antidepressivi:,Agiscono sulle membrane dei neuroni pre e post sinaptici,Agiscono a livello intracellulare,Si legano alle monoamine nello spazio intersinaptico,Agiscono come endorfine,Nessuna delle risposte indicate,A,Area Clinica 2017,medicina specialistica
1437,Il carbonato di litio è farmaco di elezione nella terapia:,del coma uremico,dell'atrofia giallo-acuta,della psicosi maniaco-depressiva,dell'amebiasi epatica,dell'ulcera duodenale,C,Area Clinica 2017,medicina specialistica
1438,L'ansia nel bambino si manifesta:,nelle psicosi,nelle nevrosi,nel disturbo post-traumatico da stress,in assenza di disturbi psichiatrici,in tutte queste condizioni,E,Area Clinica 2017,medicina specialistica
1439,Qual è il meccanismo di difesa prevalente nella paranoia?,Conversione,Spostamento,Proiezione,Soppressione,Regressione,C,Area Clinica 2017,medicina specialistica
1440,Per agitazione si intende:,un tremore incontrollabile,uno stato di forte tensione emotiva,uno stato di inquietudine psicologica e motoria,uno stato associato alla schizofrenia,uno stato causato dalla mania,C,Area Clinica 2017,medicina specialistica
1441,Alcuni antidepressivi sono detti triciclici perchè:,sono utilizzati nelle forme cicliche,devono essere somministrati per tre cicli successivi,"per le caratteristiche della struttura chimica AREA CLINICA Pag. 245/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",è stato attribuito loro un nome di fantasia,sono stati scoperti nel terzo ciclo dell'era psicofarmacologica,C,Area Clinica 2017,medicina specialistica
1442,Il delirium tremens:,si tratta di una manifestazione parossistica dell'alcoolismo acuto,è associata a polineuropatia degli arti inferiori,è associato ad un'encefalopatia porta-cava,si tratta di una manifestazione parossistica dell'alcoolismo cronico,si tratta di una malattia attualmente molto diffusa,D,Area Clinica 2017,medicina specialistica
1443,Il delirio è:,sempre frammentato e bizzarro,un disturbo della forma del pensiero,un disturbo del contenuto del pensiero,sempre organizzato e ben strutturato,un disturbo della percezione,C,Area Clinica 2017,medicina specialistica
1444,"La Legge 180 del maggio 1978 ha radicalmente trasformato il precedente quadro legislativo, perché:",ha abolito il binomio pericolosità-sorveglianza su cui si basavano le precedenti legislazioni e ha restituito ai malati i diritti civili,ha bloccato lo sviluppo dei servizi e delle strutture territoriali previsti dai precedenti quadri legislativi,ha permesso la creazione di reparti di Psichiatria (SPDC) nell'Ospedale Generale in cui è possibile il ricovero volontario,ha programmato solo la costruzione di Ospedali Psichiatrici (O.P.) in modo limitato,nessuna delle altre risposte indicate,A,Area Clinica 2017,medicina specialistica
1445,Quali sono gli effetti collaterali endocrini più frequenti dei farmaci antipsicotici?,Ipertiroidismo,Scompenso diabetico,Ipogonadotropismo,Ipopituitarismo,Iperprolattinemia,E,Area Clinica 2017,medicina specialistica
1446,La confabulazione è un sintomo caratteristico di:,stato maniacale,sindrome afasica,sindrome di Korsakov,delirio mistico,nevrosi ossessiva,C,Area Clinica 2017,medicina specialistica
1447,L'inconscio collettivo è stato postulato da:,Jung,Mead,"Freud AREA CLINICA Pag. 246/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Kardiner,Ey,A,Area Clinica 2017,medicina specialistica
1448,La sofferenza melanconica è:,del tutto trascurabile,più intensa al pomeriggio,più intensa alla sera,a giorni alterni,più intensa al mattino,E,Area Clinica 2017,medicina specialistica
1449,"Per ""presa in carico"" si intende:",l'assunzione totale da parte dell'equipe della gestione della vita del paziente,l'assunzione della responsabilità della cura e dell'attuazione del progetto terapeutico,il ricovero del paziente in una struttura protetta,l'assunzione totale dei problemi familiari,l'assunzione totale dei problemi sociali,B,Area Clinica 2017,medicina specialistica
1450,La rimozione della contenzione fisica deve avvenire:,a seguito di un'osservazione infermieristica,dopo prescrizione medica,su indicazione del coordinatore,dopo l'intervento del Direttore Generale,dopo l'intervento del magistrato,B,Area Clinica 2017,medicina specialistica
1451,Una mimica discordante rispetto alle parole e alla situazione in cui si trova una persona è caratteristica della:,isteria,demenza,mania,schizofrenia,malinconia,D,Area Clinica 2017,medicina specialistica
1452,I cerimoniali ossessivi sono:,comportamenti iterativi per aggredire le persone circostanti,allucinazioni ricorrenti uditive di aspetto rituale,delle stereotipie senza finalità,"comportamenti abnormi, rituali e ripetitivi in difesa dell'ossessività e dell'ansia",rituali di comportamento sessuale,D,Area Clinica 2017,medicina specialistica
1453,Che cosa significa craving ?,intenso e irrefrenabile desiderio di assumere una sostanza psicotropa già provata in precedenza,necessità di aumentare l'uso di alcool e di sostanze stupefacenti per soddisfare il desiderio;,"stato clinico caratterizzato da tremori, tachicardia, ansia, sudorazione dopo un periodo di astinenza; AREA CLINICA Pag. 247/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",manifestazione tipica della dipendenza fisica,prurito generalizzato associato a lesioni da grattamento,A,Area Clinica 2017,medicina specialistica
1454,La fuga delle idee è tipica del:,stato di eccitamento maniacale,stato di eccitamento confusionale,stato melanconico stuporoso,isteria,emorragia subaracnoidea,A,Area Clinica 2017,medicina specialistica
1455,Il pensiero nella confusione mentale è:,Lucido e coerente,Incoerente e frammentario,Accelerato ma coerente,Invaso da idee ossessive,Lucidamente delirante,B,Area Clinica 2017,medicina specialistica
1456,Le allucinazioni nella schizofrenia sono prevalentemente:,uditive,olfattive,tattili,visive,cenestesiche,A,Area Clinica 2017,medicina specialistica
1457,Quali di queste malattie possono indurre quadri similschizofrenici?,tutte le seguenti,tumori cerebrali,infezioni cerebrali,malattie degenerative,epilessia,A,Area Clinica 2017,medicina specialistica
1458,Gli psicofarmaci possono dare effetti collaterali?,"sempre, a prescindere dal tipo e dal dosaggio",quasi mai,no ma spesso vengono mimati dai pazienti,si,no,D,Area Clinica 2017,medicina specialistica
1459,Il servizio psichiatrico territoriale:,Ha funzioni autonome e di controllo,Non svolge attività terapeutiche,"Svolge attività ambulatoriali, domiciliari e attività di urgenza psichiatrica. AREA CLINICA Pag. 248/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Si occupa solo delle attivita ambulatoriali,Svolge compiti di coordinamento con i reparti psichiatrici,C,Area Clinica 2017,medicina specialistica
1460,A cosa può essere attribuita la causa della psicosi confusionale?,A cause tossiche,Ad un quadro di reattività isterica,All'evoluzione di una forma depressiva,Alla somatizzazione di marcato stato ansioso,All'evoluzione di una forma schizofrenica cronica,A,Area Clinica 2017,medicina specialistica
1461,L'uso dei mezzi di contenzione fisica è consentito:,in tutti i casi a discrezione degli infermieri,in tutti i casi a discrezione del coordinatore,in tutti i casi dietro prescrizione medica,mai,in nessuna delle altre risposte indicate,C,Area Clinica 2017,medicina specialistica
1462,"Le lesioni meningo-encefaliche, prese ad esempio per dimostrare che le malattie mentali sono espressione di malattie organiche del cervello, sono causate da:",sifilide,vaiolo,lebbra,arteriosclerosi,nessuna,A,Area Clinica 2017,medicina specialistica
1463,"In quale tipo di personalità si riscontrano instabilità affettiva, frequenti comportamenti autolesivi, disforia e crisi d'instabilità e rabbia?",borderline,narcisistico,compulsivo,paranoide,passivo-aggressivo,A,Area Clinica 2017,medicina specialistica
1464,Un delirio dotato di una solida organizzazione interna viene definito:,sistematizzato,lucido,paranoide,secondario,nessuna delle altre risposte indicate,A,Area Clinica 2017,medicina specialistica
1465,L'autismo infantile rientra nei disturbi:,pervasivi dello sviluppo,"d'ansia AREA CLINICA Pag. 249/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",dell'umore,psichici,di personalità,A,Area Clinica 2017,medicina specialistica
1466,Quale delle seguenti non è una caratteristica dell'anoressia nervosa:,precedente storia di obesità,amenorrea,bassa estrazione sociale,comportamento autopunitivo,difficile rapporto con la madre,C,Area Clinica 2017,medicina specialistica
1467,Quale è un tipico disturbo ideativo dello schizofrenico?,La coazione a ripetere,La fuga delle idee,La percezione delirante,La confabulazione,L'idea ossessiva,C,Area Clinica 2017,medicina specialistica
1468,L'esclusione dei folli in luoghi separati dalla società è stata motivata da:,problemi sanitari,sentimenti umanitari,problemi sociali,sentimento religioso,desiderio di guarigione,C,Area Clinica 2017,medicina specialistica
1469,La Venlafaxina a quale classe di antidepressivi appartiene?,SNRI,NASSA,Triciclici,SSRI,NARI,A,Area Clinica 2017,medicina specialistica
1470,Il tic è:,un movimento coreiforme,un movimento involontario e ricorrente non ritmico,un movimento diatonico,un movimento mioclonico,un movimento volontario,B,Area Clinica 2017,medicina specialistica
1471,Come si definisce un insieme di idee errate a causa di un'alterazione morbosa della coscienza della realtà?,Illusione,"Delirio AREA CLINICA Pag. 250/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Errore di giudizio,Debolezza mentale,Particolarismo,B,Area Clinica 2017,medicina specialistica
1472,"Come si definisce l'idea che tende a permanere, malgrado la volontà del soggetto, che cerca di eliminarla?",Idea ossessiva,Idea prevalente,Idea particolare,Idea incoerente,Idea delirante,A,Area Clinica 2017,medicina specialistica
1473,Nell'anoressia nervosa si riscontra:,amenorrea,paura di ingrassare,vomito autoindotto,riduzione dell'assunzione di cibo,tutte le altre risposte indicate,E,Area Clinica 2017,medicina specialistica
1474,"La forma di ""demenza"" secondaria più frequente è quella dovuta a:",leucodistrofia cerebrale,panencefalite subacuta sclerosante,riduzione generalizzata senile del tessuto cerebrale,danno encefalico da arteriopatia cronica,m. di Wilson,D,Area Clinica 2017,medicina specialistica
1475,Che cosa si prefigge la riabilitazione psicosociale?,l'addestramento alla corretta esecuzione di compiti pratici,la risoluzione dei sintomi produttivi,"l'acquisizione di prestazioni comportamentali, con particolare riferimento alle capacità relazionali e di socializzazione",la risouzione dei sintomi negativi,tutte le altre risposte indicate,E,Area Clinica 2017,medicina specialistica
1476,Nella paranoia si riscontra:,delirio lucido,nessun delirio,una mescolanza di deliri lucidi e confusi,delirio di noia,delirio di miseria,A,Area Clinica 2017,medicina specialistica
1477,Il quantitativo massimo giornaliero di alcol che è possibile assumere è :,36 gr die per i maschi e 24 gr. die per le femmine,"24 gr die per i maschi e 12gr. die per le femmine AREA CLINICA Pag. 251/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",48 gr die per i maschi e 36 gr. die per le femmine,60gr die per i maschi e 48 gr. die per le femmine,120 gr die per i maschi e 84gr. die per le femmine,A,Area Clinica 2017,medicina specialistica
1478,Con la Legge 180/1978 l'assistenza psichiatrica è passata:,da una concezione custodialistica a una terapeutica,da una concezione terapeutica a una custodialistica,da una concezione manicomiale a una residenziale,dal territorio all'ospedale,dalla comunità all'ospedale psichiatrico,A,Area Clinica 2017,medicina specialistica
1479,Che cos'è la terapia familiare?,"è una psicoterapia che interviene sulla comunicazione  della famiglia,  intesa  come  ""sistema"" ed ha  come  obiettivo  il cambiamento dei suoi modelli di comunicazione",è una terapia che parte dal presupposto che la responsabilita' della sofferenza e' dei familiari e non  del paziente designato,"è una terapia che si propone, come obiettivo, l'inserimento del paziente in una  casa famiglia",è un tipo di terapia psicoanalitica,è una forma di terapia che associa la terapia relazionale con quella  psicoanalitica,A,Area Clinica 2017,medicina specialistica
1480,L'aspetto del paziente:,è un parametro dell'esame psichico,è ininfluente nella valutazione psichica,varia a seconda del ceto sociale,è legato solo all'abbigliamento,nessuna delle altre risposte indicate,A,Area Clinica 2017,medicina specialistica
1481,Come dovrebbe essere la permanenza di un ospite in una struttura residenziale?,Di breve durata e mirante a superare il periodo di crisi,Con scadenza prestabilita e mirante alla realizzazione di obiettivi di reinserimento sociale,A tempo indeterminato e mirante a proteggere il pz. dalle pressioni ambientali,Con scadenza indeterminata per problemi assistenziali,Nessuna delle altre risposte indicate,B,Area Clinica 2017,medicina specialistica
1482,Una fobia è:,un sintomo d'ansia che si manifesta a partire dall'adolescenza,l'ansia clinicamente significativa provocata dall'esposizione ad un oggetto o situazione temuti,un movimento ripetitivo che si accompagna ad ansia,l'impulso a scappare per evitare un oggetto che produce ansia,la convinzione ingiustificata di avere contratto una malattia,B,Area Clinica 2017,medicina specialistica
