,id,question,A,B,C,D,E,answer,category,macro category
1481,1482,nel feocromocitoma si ha iperincrezione di:,cortisolo,adrenalina e/o noradrenalina,tiroxina,aldosterone,acth,B,Area Preclinica 2018,fisiologia
1482,1483,"tutti i seguenti sintomi o segni sono caratteristici dell'ipotiroidismo, tranne:",aumento di peso,astenia,depressione,intolleranza al caldo,raucedine,D,Area Preclinica 2018,fisiologia
1483,1484,quando si può apprezzare il segno del guazzamento addominale?,ascite,ansa dilatata soprastenotica,empiema della colecisti,ritenzione urinaria,splenomegalia,B,Area Preclinica 2018,fisiologia
1484,1485,"tutti i seguenti fattori sono in grado di scatenare una tireotossicosi, tranne:",stress emozionali,infezioni severe,traumi,travaglio di parto,assunzione di estro-progestinici,E,Area Preclinica 2018,fisiologia
1485,1486,qual è la definizione corretta di carcinoma in situ?,neoplasia della cervice uterina,neoplasia della laringe,carcinoma non invasivo limitato all'epitelio,displasia lieve,metaplasia,C,Area Preclinica 2018,fisiologia
1486,1487,in quale delle seguenti condizioni scompare il fremito vocale tattile?,enfisema polmonare,broncopolmonite,atelettasia a bronco occluso,asma bronchiale,atelettasia a bronco pervio,C,Area Preclinica 2018,fisiologia
1487,1488,in quale delle seguenti patologie si riscontra peso specifico urinario costantemente basso?,diabete bronzino,diabete mellito,diabete insipido,glomerulonefrite acuta,sindrome nefrosica,C,Area Preclinica 2018,fisiologia
1488,1489,che decubito assume generalmente un paziente affetto da meningite?,opistotono,supino,laterale destro,a canne di fucile,prono,D,Area Preclinica 2018,fisiologia
1489,1490,il rilievo di polso bigemino indica la presenza di:,fibrillazione atriale,blocco atrio-ventricolare di ii grado,insufficienza mitralica,aritmia extrasistolica,flutter atriale con conduzione 2:1,D,Area Preclinica 2018,fisiologia
1490,1491,la cosiddetta facies mixedematosa e' associata:,ad uno stato di ipertiroidismo,ad uno stato di iperaldosteronismo,ad uno stato di ipotiroidismo,alla cirrosi epatica,ad uno stato di ipoprotidemia,C,Area Preclinica 2018,fisiologia
1491,1492,nella sindrome del seno carotideo con la prova della compressione si hanno tutte le seguenti condizioni tranne:,arresto del battito ventricolare per alcuni secondi,calo pressorio fino a 50 mmhg,sincope,modificazione della pressione del co2,vasocostrizione periferica,E,Area Preclinica 2018,fisiologia
1492,1493,"nel decubito ortopnoico tutte le seguenti affermazioni sono vere, tranne:",è un tipo di decubito attivo,sono attivati i muscoli accessori della respirazione,è un decubito indifferente,si riscontra in caso di stasi nel circolo polmonare,è un tipo di decubito obbligato,C,Area Preclinica 2018,fisiologia
1493,1494,"tutte le seguenti sono causa di ipersodiemia, tranne:",eccessivo apporto di sodio,poliuria da diuresi osmotica,perdite di fluidi ipotonici,chetoacidosi diabetica,polipnea,D,Area Preclinica 2018,fisiologia
1494,1495,qual è la diagnosi piu' probabile in un paziente di 50 anni obeso con pirosi retrosternale che si accentua in flessione?,ulcera peptica,pancreatite,colelitiasi,esofagite da reflusso,carcinoma esofageo,D,Area Preclinica 2018,fisiologia
1495,1496,"in tutte le seguenti condizioni il massaggio del seno carotideo modifica la tachicardia, tranne:",tachicardia atriale parossistica,flutter atriale,tachicardia sopraventricolare con conduzione ventricolare aberrante,tachicardia ventricolare,tachicardia sinusale,D,Area Preclinica 2018,fisiologia
1496,1497,la cianosi differenziale (che si osserva solo agli arti inferiori) è causata da:,alterazioni delle arteriose cutanee degli arti inferiori,shunt destro sinistro,edema polmonare,shunt sinistro destro,scompenso cardiaco,B,Area Preclinica 2018,fisiologia
1497,1498,che cosa significa disfagia?,deglutizione dolorosa,rigurgito di cibo,sensazione di difficoltà al transito del cibo in faringe o in esofageo,impossibilità a deglutire i cibi solidi,senso di ripulsa per determinati cibi,C,Area Preclinica 2018,fisiologia
1498,1499,cosa si osserva nell'iperaldosteronismo primario?,ipotensione arteriosa,diminuita increzione di insulina,iperreflessia,ipobicarbonatemia,ipopotassiemia,E,Area Preclinica 2018,fisiologia
1499,1500,la presenza di un linfonodo di consistenza duro-elastica alla palpazione puo' essere associato:,alla presenza di un linfogranuloma,alla presenza di una adenopatia di natura flogistica,alla presenza di una metastasi linfoghiandolare di un carcinoma,alla presenza di linfonodi calcifici tubercolari,e' la normale consistenza di un linfonodo alla palpazione,A,Area Preclinica 2018,fisiologia
1500,1501,in tutte le malattie indicate di solito è presente stipsi tranne:,porfiria,sindrome di zollinger-ellison,carcinoma del sigma,diverticolite,iperparatoroidismo,B,Area Preclinica 2018,fisiologia
1501,1502,il sintomo precoce piu' frequente dell'embolia polmonare e':,dispnea,cianosi,emoftoe,edemi agli arti inferiori,dolori al petto in corrispondenza degli atti respiratori,A,Area Preclinica 2018,fisiologia
1502,1503,in tutte le condizioni indicate è presente melanodermia tranne:,emocromatosi,fenilchetonuria,intensa irradiazione di raggi ultravioletti,terapia con acth,m. di addison,B,Area Preclinica 2018,fisiologia
1503,1504,il sintomo più frequente ed importante del carcinoma dell'esofago è:,il singulto,la pirosi,la progressiva disfagia,l'eruttazione,i rigurgiti,C,Area Preclinica 2018,fisiologia
1504,1505,una sindrome nefrosica associata ad epatosplenomegalia è generalmente dovuta a:,cirrosi epatica,nefrosclerosi,stenosi dell'arteria renale,trombosi della vena renale,amiloidosi,E,Area Preclinica 2018,fisiologia
1505,1506,quali cellule prevalgono nel liquor in corso di meningite tubercolare?,mastociti,linfociti,granulociti eosinofili,granulociti neutrofili,cellule di langhans,B,Area Preclinica 2018,fisiologia
1506,1507,nella stenosi mitralica il rullio diastolico è:,sempre presente,presente solo se il ritmo è sinusale,presente solo se c'è fibrillazione atriale,presente solo se c'è contemporaneamente insufficienza mitralica,presente solo se c'è insufficienza cardiaca,A,Area Preclinica 2018,fisiologia
1507,1508,il segno di blumberg è una reazione dolorosa di origine:,viscerale,riferita,da proiezione,peritoneale,somatica superficiale,D,Area Preclinica 2018,fisiologia
1508,1509,qual è la misura terapeutica più indicata nel tamponamento cardiaco acuto?,pericardiocentesi,salasso di circa 500 ml,digitalizzazione,diuresi forzata,emotrasfusione,A,Area Preclinica 2018,fisiologia
1509,1510,quali tra i seguenti segni rappresentano gli elementi costitutivi della sindrome di claude-bernard-horner ?,"miosi, esoftalmo, ptosi palpebrale","miosi , enoftalmo, ptosi palpebrale","midriasi, esoftalmo, ptosi palpebrale","midriasi, enoftalmo, ptosi palpebrale","miosi, enoftalmo, dislalia",B,Area Preclinica 2018,fisiologia
1510,1511,in quale delle seguenti condizioni si può riscontrare ipercolesterolemia?,ipotiroidismo,morbo di addison,epatite cronica senza colestasi,colite ulcerosa,morbo di crohn,A,Area Preclinica 2018,fisiologia
1511,1512,in quale delle seguenti condizione il ph del sangue è aumentato?,vomito,eclampsia,acidosi diabetica,polmonite,uremia,A,Area Preclinica 2018,fisiologia
1512,1513,"per quanto riguarda le aree di auscultazione cardiaca, è vero che",per la valvola polmonare si trova al iii spazio intercostale sulla linea parasternale destra,per la valvola aortica si trova al iii spazio intercostale sulla linea parasternale sinistra,per la valvola mitrale si trova in prossimità della punta,per la valvola tricuspide si trova al ii spazio intercostale ai lati dello sterno,corrispondono alla proiezione delle valvole sulla parete del torace,C,Area Preclinica 2018,fisiologia
1513,1514,quale dei seguenti segni clinici non è attribuibile ad un versamento polmonare bilaterale?,crepitii diffusi,ipofonesi plessica,ipomobilità delle basi polmonari,sibili polmonari,dispnea,D,Area Preclinica 2018,fisiologia
1514,1515,"tutti i seguenti sintomi sono tipici dell'ipertiroidismo, tranne:",palpitazioni,tremori,aumento della sudorazione,dimagrimento,anoressia,E,Area Preclinica 2018,fisiologia
1515,1516,la presenza di fischi all'auscultazione del torace e' caratteristica di:,broncostenosi,brochiectasie,edema interstiziale,edema alveolare,pneumotorace,A,Area Preclinica 2018,fisiologia
1516,1517,quale dei seguenti sintomi si presenta per primo nella cirrosi biliare primitiva?,flapping,prurito,varici esofagee,splenomegalia,emorragia,B,Area Preclinica 2018,fisiologia
1517,1518,la sindrome di plummer - vinson si manifesta con :,"tremore, esoftalmo,alterazione delle ossa craniche","anemia,disfagia,glossite","dislalia,tremori,atassia","trombocitopenia,splenomegalia,atassia",diverticolo esofageo ed ulcera peptica,B,Area Preclinica 2018,fisiologia
1518,1519,come si definisce l'espressione del volto (facies) di un soggetto in buone condizioni di salute?,indifferente,composita,integra,non sofferente,sardonica,B,Area Preclinica 2018,fisiologia
1519,1520,"quale delle seguenti condizioni si presenta con ingrandimento prevalentemente bilaterale delle ombre ilari, accompagnato a simmetria delle lesioni polmonari:",tubercolosi polmonare cavitaria,sarcoidosi,m. di hodgkin,neoplasia bronchiale,echinococcosi polmonare,B,Area Preclinica 2018,fisiologia
1520,1521,"tutte le seguenti alterazioni trofiche possono essere dovute a una sofferenza ischemica, tranne :",perdita dei peli,disonichia,atrofia cutanea,osteoporosi,ulcerazioni,D,Area Preclinica 2018,fisiologia
1521,1522,per oliguria nell'adulto intendiamo:,una diuresi 24 ore inferiore a 1000 ml,una diuresi 24 ore inferiore a 800 ml,una diuresi 24 ore inferiore a 500 ml,una diuresi 24 ore inferiore a 300 ml,una diuresi 24 ore inferiore a 100 ml,C,Area Preclinica 2018,fisiologia
1522,1523,che cosa è il segno di blumberg?,dolore provocato nel punto cistico,dolore provocato al rilascio improvviso della mano dall'addome,dolore prodotto dalla compressione manuale dell'addome,dolore provocato nella fossa iliaca sinistra,dolore provocato in regione appendicolare,B,Area Preclinica 2018,fisiologia
1523,1524,"il reperto radiologico articolare è positivo in tutte le seguenti artropatie, tranne:",sindrome di felty,artrite reumatoide,gotta cronica,artrosi,reumatismo articolare acuto,E,Area Preclinica 2018,fisiologia
1524,1525,"nel m. di addison, quale delle seguenti alterazioni si rileva abitualmente?",ipokaliemia,ipercloremia,iperglicemia,iperkaliemia,iperbicarbonatemia,D,Area Preclinica 2018,fisiologia
1525,1526,come viene indicata la variazione del punto di origine dello stimolo nell'ambito atriale nei pressi del nodo del seno?,battito prematuro ventricolare,segna passi migrante,scappamento nodale,blocco seno-atriale,dissociazione atriale,B,Area Preclinica 2018,fisiologia
1526,1527,in quale di queste condizioni la potassiemia è diminuita?,insufficienza renale acuta,insufficienza surrenale cronica,crisi emolitiche acute,acidosi respiratoria o metabolica,diarrea cronica,E,Area Preclinica 2018,fisiologia
1527,1528,qual è la caratteristica del blocco atrio-ventricolare di ii grado tipo mobitz i?,"pq maggiore di 0,20 sec.",allungamento progressivo del pr finchè un p non è condotta,ritmo idioventricolare,arresto sinusale,dissociazione atrio-ventricolare,B,Area Preclinica 2018,fisiologia
1528,1529,il morbo di graves e' una forma di:,ipotiroidismo,ipertiroidismo,ipoparatiroidismo,iperparatiroidismo,ipopanpituitarismo,B,Area Preclinica 2018,fisiologia
1529,1530,quale dei seguenti riscontri di laboratorio permette di porre il sospetto di ipotiroidismo in fase subclinica:,tsh aumentato - frazioni libere aumentate,tsh ridotto - frazioni libere aumentate,tsh aumentato - frazioni libere normali,tsh ridotto - frazioni libere ridotte,tsh normale - frazioni libere aumentate,C,Area Preclinica 2018,fisiologia
1530,1531,una quadrantanopsia omonima superiore sinistra puo' essere dovuta a:,danno della parte inferiore della radiazione ottica di destra,danno della parte inferiore della radiazione ottica di sinistra,tumore ipofisario,danno della porzione inferiore della regione occipitale sinistra,nessuna delle risposte e' corretta,A,Area Preclinica 2018,fisiologia
1531,1532,"la percussione di una grossa massa muscolare, ad esempio la coscia, produce un suono che viene definito?",ottuso,risonante,timpanico,ipofonetico,iperfonetico,D,Area Preclinica 2018,fisiologia
1532,1533,la presenza di sfregamenti pleurici in un paziente asintomatico puo' essere indice di:,versamento pericardico in paziente con scompenso cardiaco in fase iniziale,pregressa pleurite,adenopatia ilare,bronco pneumopatia cronica ostruttiva,enfisema pan lobulare,B,Area Preclinica 2018,fisiologia
1533,1534,quale dei seguenti rumori polmonari non e' reperto comune nella broncopneumopatia cronica ostruttiva?,ronchi,fischi,sfregamenti,crepitii,nessuna delle altre altre risposte,E,Area Preclinica 2018,fisiologia
1534,1535,il test di rinne,e' un test di laboratorio usato per valutare la presenza di batteri nel liquor,e' un test per la valutazione della velocita' di conduzione dei motoneuroni,e' un test usato in orl che confronta la conduzione aerea con quella ossea,e' un test per la valutazione della retinopatia diabetica,e' un test per la valutazione dell'emocompatibilita' tra due soggetti,C,Area Preclinica 2018,fisiologia
1535,1536,il gozzo sporadico e' dovuto a:,difetti nei recettori periferici per gli ormoni tiroidei,difetti nella biosintesi degli ormoni tiroidei,accelerato catabolismo degli ormoni tiroidei,asportazione chirurgica di una parte della tiroide,asportazione chirurgica di tutta la tiroide,B,Area Preclinica 2018,fisiologia
1536,1537,il diabete insipido e' dovuto a:,deficit nella produzione/secrezione di insulina pancreatica,deficit nella produzione di adh ipotalamica,deficit nell'azione periferica dell'insulina,difetti genetici a carico della struttura dell'insulina,cause autoimmunitarie,B,Area Preclinica 2018,fisiologia
1537,1538,la vitiligo e':,"la presenza di aree eritematose diffuse a tronco, collo e volto",la presenza di chiazze chiare rispetto alla cute circostanze,la lesione primitiva tipica dell'orticaria,una reazione immunologica della cute scatenata da un'infezione o da farmaci,una lesione cutanea intensamente pruriginosa,B,Area Preclinica 2018,fisiologia
1538,1539,"per porre diagnosi di blocco atrio-ventricolare di i° grado, l'intervallo p-q all'elettrocardiogramma deve essere superiore a:",100msec,120msec,200msec,300 msec,la p non deve essere seguita da complessi qrs,C,Area Preclinica 2018,fisiologia
1539,1540,la lingua deviata verso un lato puo' essere indice di lesione a quale dei seguenti nervi cranici,facciale,trigemino,accessorio,ipoglosso,abducente,D,Area Preclinica 2018,fisiologia
1540,1541,l'edema delle caviglie puo' essere dovuto a quale delle seguenti patologie?,insufficienza cardiaca,malattia renale,malattia epatica,ostruzione al flusso venoso,tutte le risposte sono corrette,E,Area Preclinica 2018,fisiologia
1541,1542,"la classificazione dello scompenso cardiaco mediante le classi di forrester, tiene conto di:","dispnea, presenza di edemi arti inferiori, saturazione di o2 arteriosa","dispnea, cianosi periferica, frequenza cardiaca","funzione ventricolare, saturazione di o2 arteriosa, alterazioni elettrocardiografiche","ipoperfusione periferica, grado di congestione polmonare","quadro emogasanalitico, funzoine ventricolare, rapidita' di insorgenza della malattia",D,Area Preclinica 2018,fisiologia
1542,1543,la coilonichia ungueale e':,presenza di unghie a cucchiaio,presenza solchi traversali paralleli alla lunula,letto ungueale prossimale biancastro e parte distale rosea o rossa.,tipiche della psoriasi,unghie a vetrino d'orologio,A,Area Preclinica 2018,fisiologia
1543,1544,gli esami di laboratorio per la valutazione della funzione tiroidea comprendono tutti i seguenti parametri tranne:,dosaggio tsh,dosaggio frazioni libere ft3-ft4,dosaggio anticorpi antitireoglobulina,dosaggio antocorpi antitireoperossidasi,dosaggio fsh,E,Area Preclinica 2018,fisiologia
1544,1545,il tinnito e':,un tipo di vertigine parossistica da lesione labirintica,la secrezione dall'orecchio di liquido simil-cristallino,sensazione acustica di ronzio o suono in assenza di stimoli ambientali,la secrezione di materiale purulento dall'orecchio,la sensazione di un movimento rotatorio a posizione ferma,C,Area Preclinica 2018,fisiologia
1545,1546,"nell'edema polmonare, solitamente il decubito del paziente preferenzialmente e':",supino,laterale,a canna di fucile,ortopnoico,indifferente attivo,D,Area Preclinica 2018,fisiologia
1546,1547,le catecolamine sono prodotte a livello surrenalico in quale delle seguenti regioni,corticale glomerulare,midollare,corticale fascicolare,corticale reticolare,non sono prodotte a livello surrenalico morfologia,B,Area Preclinica 2018,fisiologia
1547,1548,il legamento rotondo del fegato rappresenta il residuo di:,vene vitelline,arteria ombelicale destra,vena ombelicale,vena cardinale posteriore destra,arteria ombelicale sinistra,C,Area Preclinica 2018,morfologia
1548,1549,i neuroni dei gangli spinali sono:,multipolari,rivestiti da astrociti,motori,pseudounipolari,apolari,D,Area Preclinica 2018,morfologia
1549,1550,"il canale dello schlemm, o seno venoso della sclerotica, consente il deflusso di:",endolinfa,perilinfa,umore acqueo,liquor cefalorachidiano,"endolinfa, perilinfa e umore acqueo",C,Area Preclinica 2018,morfologia
1550,1551,nella degenerazione walleriana le cellule di schwann,formano un nuovo assone,sostituiscono i pirenofori,formano un tubo cellulare che guida la crescita del nuovo assone,danno origine ad una sinapsi per una nuova congiunzione,vengono completamente distrutte,C,Area Preclinica 2018,morfologia
1551,1552,il nervo muscolo - cutaneo innerva:,il bicipite brachiale,il flessore profondo delle dita,il tricipite,il pronatore rotondo,il braccio - radiale,A,Area Preclinica 2018,morfologia
1552,1553,l'epitelio di rivestimento della vescica urinaria è di tipo:,pavimentoso semplice,pavimentoso stratificato,pluriseriato vibratile,polimorfo o di transizione,prismatico semplice con microvilli,D,Area Preclinica 2018,morfologia
1553,1554,la vena grande safena:,e' una vena profonda della coscia,e' una vena superficiale che passa al davanti del malleolo mediale,e' una vena profonda della gamba,e' una vena superficiale che passa dietro al malleolo mediale,e' una vena superficiale che passa al davanti del malleolo laterale,B,Area Preclinica 2018,morfologia
1554,1555,la tiroide:,e' poco o nulla vascolarizzata,ha una struttura follicolare,e' divisa in tre lobi,e' una ghiandola esocrina,secerne il tsh,B,Area Preclinica 2018,morfologia
1555,1556,l'utero è situato:,tra sinfisi pubica e vescica urinaria,dietro all'intestino retto,sul lato sinistro dell'intestino retto,sul lato destro della vescica urinaria,nella piccola pelvi tra vescica urinaria ed intestino retto,E,Area Preclinica 2018,morfologia
1556,1557,la capillarizzazione delle arterie bronchiali avviene a livello di:,alveoli polmonari,vena azygos,albero bronchiale esclusi i bronchioli terminali,albero bronchiale compresi i bronchioli terminali,bronchioli respiratori,C,Area Preclinica 2018,morfologia
1557,1558,le cellule calciformi mucipare sono numerose:,nei mesoteli,nell'epitelio dello stomaco,nelle ghiandole salivari,nella mucosa del colon,nell'urotelio,D,Area Preclinica 2018,morfologia
1558,1559,quale nervo decorre nel tunnel carpale :,ascellare,mediano,ulnare,radiale,muscolocutaneo,B,Area Preclinica 2018,morfologia
1559,1560,i muscoli papillari sono particolarmente vulnerabili all'ischemia perché sono irrorati da branche terminali delle coronarie. un infarto miocardio della faccia diaframmatica (inferiore) del cuore danneggia:,il muscolo papillare posteriore del ventricolo destro,il muscolo papillare anteriore del ventricolo destro,il muscolo papillare posteromediale del ventricolo sinistro,il muscolo papillare anterolaterale del ventricolo sinistro,mai nessun muscolo papillare,A,Area Preclinica 2018,morfologia
1560,1561,l'uretere inizia a livello:,del giunto pielo-ureterale,dei calici minori,dei calici maggiori,dei dotti papillari,delle colonne renali del bertin,A,Area Preclinica 2018,morfologia
1561,1562,le seguenti strutture sono comprese nel piccolo omento tranne:,arteria epatica,vene epatiche,condotto coledoco,linfatici,fibre del nervo vago,B,Area Preclinica 2018,morfologia
1562,1563,il grande omento si inserisce sul:,fegato e stomaco,stomaco e digiuno,digiuno e colon,stomaco e colon,fegato e colon,D,Area Preclinica 2018,morfologia
1563,1564,"come conseguenza della loro diversa origine embrionale, il cancro dello scroto metastatizza in stazioni linfonodali diverse rispetto al cancro al testicolo; quale delle seguenti affermazioni al riguardo è corretta?",il cancro scrotale metastatizza ai linfonodi iliaci superficiali,il cancro del testicolo metastatizza ai linfonodi inguinali superficiali,il cancro dello scroto metastatizza ai linfonodi inguinali profondi,il cancro del testicolo metastatizza ai linfonodi paraortici,il cancro del testicolo non dà metastasi,D,Area Preclinica 2018,morfologia
1564,1565,la parete anteriore della fossa infratemporale è costituita da:,arcata zigomatica,osso mascellare,osso temporale,lamina laterale del processo pterigoideo,ramo della mandibola,B,Area Preclinica 2018,morfologia
1565,1566,il drenaggio linfatico dei quadranti mediali della mammella conduce:,prevalentemente ai linfonodi sternali,prevalentemente ai linfonodi ascellari,prevalentemente ai linfonodi sovraclavicolari,prevalentemente ai linfonodi cervicali profondi,prevalentemente ai linfonodi preaortici,A,Area Preclinica 2018,morfologia
1566,1567,tutte le strutture seguenti sono rivestite da epitelio pavimentoso semplice tranne:,alveolo polmonare,cavità pleurica,trachea,foglietto parietale della capsula glomerulare,vasi linfatici,C,Area Preclinica 2018,morfologia
1567,1568,quale tra le seguenti affermazioni riguardanti le cellule secernenti gastrina è corretta?,"si trovano nello stomaco, nel duodeno e nel pancreas endocrino e regolano la secrezione delle cellule parietali dello stomaco","si trovano nello stomaco, nel duodeno e nel pancreas endocrino e regolano la secrezione delle cellule principali dello stomaco",si trovano soprattutto nell'ileo e regolano la secrezione delle cellule parietali dello stomaco,si trovano solo nel pancreas endocrino e regolano la secrezione delle cellule parietali dello stomaco,si trovano solo nel pancreas esocrino e regolano la secrezione delle cellule principali dello stomaco,A,Area Preclinica 2018,morfologia
1568,1569,le ghiandole surrenali:,"sono divise in tre parti: corticale, epiteliale e midollare",hanno la parte midollare caratterizzata da cellule eosinofile,"hanno la parte corticale divisa in: zona glomerulosa, fascicolata e reticolare",producono l'acth,si trovano tra i due reni,C,Area Preclinica 2018,morfologia
1569,1570,il dolore viscerale riflesso da ulcera gastrica viene solitamente proiettato nella regione epigastrica perché lo stomaco è innervato da fibre dolorifiche che raggiungono i gangli spinali t7 e t8 attraverso:,il nervo frenico,il nervo grande splancnico,il nervo ricorrente,il plesso brachiale,il nervo glossofaringeo,B,Area Preclinica 2018,morfologia
1570,1571,un'ulcera della parete posteriore del bulbo duodenale può perforarsi e provocare una grave emorragia interna per erosione di quale vaso?,arteria gastroepiploica sinistra,arteria lienale,arteria gastrica sinistra,arteria gastroduodenale,arteria pancreaticoduodenale inferiore,D,Area Preclinica 2018,morfologia
1571,1572,"tutte le seguenti affermazioni circa le vertebre cervicali sono corrette, tranne:",ogni processo trasverso ha un forame,l'atlante non ha corpo nè processo spinoso,nessuno dei processi spinosi può essere palpato,la maggior parte delle vertebre cervicali ha processi spinosi bifidi,tra processo odontoideo dell'epistrofeo e arco anteriore dell'atlante c'è una articolazione sinoviale,C,Area Preclinica 2018,morfologia
1572,1573,i granulociti eosinofili sono:,meno numerosi dei basofili nel sangue periferico,più numerosi dei neutrofili nel sangue periferico,più numerosi dei linfociti nel sangue periferico,più numerosi nei pazienti con alcune parassitosi,incapaci di fagocitosi,D,Area Preclinica 2018,morfologia
1573,1574,l'area motrice (4) della corteccia cerebrale è vascolarizzata da:,arteria comunicante posteriore,arteria comunicante anteriore,arteria cerebrale posteriore,arteria cerebrale anteriore e arteria cerebrale media,arteria cerebrale anteriore ed arteria cerebrale posteriore,D,Area Preclinica 2018,morfologia
1574,1575,quale di queste strutture non è considerato parte del sistema limbico:,circonvoluzione del cingolo,amigdala,ippocampo,corpi mammillari,corpo calloso,E,Area Preclinica 2018,morfologia
1575,1576,quale arteria accompagna il nervo radiale al terzo medio del braccio:,l'arteria ascellare,l'arteria omerale profonda,l'arteria radiale,l'arteria ricorrente,l'arteria circonflessa,B,Area Preclinica 2018,morfologia
1576,1577,l'origine aortica dell'arteria mesenterica superiore è localizzata:,al di sopra del pancreas,dietro al pancreas,al di sopra del tronco celiaco,nel piccolo omento,nel mesocolon trasverso,B,Area Preclinica 2018,morfologia
1577,1578,tutte le seguenti affermazioni sull'orecchio sono corrette tranne:,le ghiandole ceruminose sono ghiandole pocrife modificate,gli ossicini dell'udito si articolano per sindesmosi,la cavita' del timpano e' collegata a spazi pneumatici nella mastoide,la cavita' vestibolare e timpanica contengono perilinfa,l'organo del corti si appoggia sulla membrana basilare,B,Area Preclinica 2018,morfologia
1578,1579,nella donna lo spazio del douglas è tra:,la vescica e la parete anteriore dell'addome,la vescica e l'utero,utero e parete anteriore dell'addome,utero e retto,non si trova nella pelvi femminile,D,Area Preclinica 2018,morfologia
1579,1580,si trova cartilagine elastica in tutte le sedi eccetto:,meato acustico esterno,tuba uditiva (di eustachio),padiglione auricolare,dischi intervertebrali,epiglottide,D,Area Preclinica 2018,morfologia
1580,1581,la proiezione superficiale dell'anello inguinale addominale si trova al livello:,dell'estremità laterale del legamento inguinale,dell'estremità mediale del legamento inguinale,"del punto di mezzo del legamento inguinale, circa 1,25 cm al di sopra di esso","del punto di mezzo del legamento inguinale, circa 1,25cm al di sotto di esso",al di sopra della sinfisi pubica,C,Area Preclinica 2018,morfologia
1581,1582,l'epitelio del pericardio è:,pavimentoso semplice,pavimentoso composto,prismatico semplice,prismatico pseudostratificato,pavimentoso semplice con cellule caliciformi mucipare intercalate,A,Area Preclinica 2018,morfologia
1582,1583,quale dei seguenti nervi innerva i muscoli sternocleidomastoideo e trapezio?,nervo accessorio,nervo grande occipitale,nervo piccolo occipitale,nervo cutaneo trasverso del collo,nervo sopraclavicolare,A,Area Preclinica 2018,morfologia
1583,1584,"la cute, senza considerare il sottocutaneo, rappresenta:",il 15-20% del peso corporeo,l'1-2% del peso corporeo,il 10% del peso corporeo,il 12% del peso corporeo,il 5-6% del peso corporeo,E,Area Preclinica 2018,morfologia
1584,1585,i reni posteriormente prendono rapporto con i nervi:,"ileo ipogastrico, ileo inguinale e costale","costale, cutaneo del femore e celiaco","genito femorale, ileo inguinale e vago","ileo ipogastrico, cutaneo laterale del femore e celiaco","otturatorio, ileo inguinale e costale",A,Area Preclinica 2018,morfologia
1585,1586,"tutte le seguenti affermazioni sul pancreas sono corrette, tranne:",il corpo del pancreas corrisponde alle prime due vertebre lombari,il corpo del pancreas e' in rapporto con la vena splenica,la faccia anteriore e' coperta dalla parete posteriore della borsa omentale,il margine superiore e' in rapporto con il tronco celiaco e il plesso celiaco,il dotto principale (del wirsung) e il dotto accessorio (del santorini) convergono nel coledoco,E,Area Preclinica 2018,morfologia
1586,1587,la filtrazione glomerulare avviene:,attraverso un filtro formato solo dai pedicelli dei podociti,attraverso le cellule del mesangio della capsula di bowman,"attraverso un filtro formato dall'endotelio capillare, dalla membrana basale e dai pedicelli dei podociti",solo attraverso la membrana basale glomerulare,attraverso un filtro formato solo dalla membrana basale glomerulare e dai pedicelli dei podociti,C,Area Preclinica 2018,morfologia
1587,1588,in caso di ostruzione della vena porta si attivano le seguenti anastomosi:,tra vena mesenterica inferiore e vene rettali superiori,tra vena splenica e vena gastro-epiploica sinistra,tra vena gastrica sinistra e vene esofagee,tra vene paraombelicali e vene epiploiche,tra vena cava superiore e vene lombari ascendenti,C,Area Preclinica 2018,morfologia
1588,1589,le cellule di langherans della cute:,sono comunemente localizzate nel derma,hanno funzioni endocrine,partecipano alla pigmentazione della cute,svolgono funzione immunologiche,sono cheratinociti modificati,D,Area Preclinica 2018,morfologia
1589,1590,"nella maggior parte degli individui, il fascio atrioventricolare è vascolarizzato:",da rami profondi dell'arteria circonflessa,da rami profondi della coronaria destra,da rami settali dell'arteria interventricolare posteriore,da rami settali dell'arteria interventricolare anteriore,da rami delle arterie bronchiali,D,Area Preclinica 2018,morfologia
1590,1591,il liquor cefalorachidiano entra nello spazio subaracnoideo attraverso:,i villi aracnoidei,i plessi corioidei,i fori di monro,i fori di luschka e magendie,il foro ovale,D,Area Preclinica 2018,morfologia
1591,1592,i linfociti:,hanno attività fagocitaria,hanno citoplasma scarso,costituiscono il 2-3% dei leucociti agranulati circolanti nel sangue,hanno un nucleo polilobato,sono cellule immobili,B,Area Preclinica 2018,morfologia
1592,1593,l'arteria omerale nel braccio contrae rapporti con il nervo,mediano,ulnare,radiale,muscolo - cutaneo,nessuna delle risposte indicate,A,Area Preclinica 2018,morfologia
1593,1594,una difficoltà nel muovere la lingua fa pensare ad una compressione del nervo,accessorio,faciale,ipoglosso,terza branca del trigemino,vago,C,Area Preclinica 2018,morfologia
