id,question,A,B,C,D,E,answer,category,macro category
1494,"Tutte le seguenti sono causa di ipersodiemia, tranne:",eccessivo apporto di sodio,poliuria da diuresi osmotica,perdite di fluidi ipotonici,chetoacidosi diabetica,polipnea,D,Area Preclinica 2016,fisiologia
1495,Qual è la diagnosi piu' probabile in un paziente di 50 anni obeso con pirosi retrosternale che si accentua in flessione?,ulcera peptica,pancreatite,colelitiasi,esofagite da reflusso,carcinoma esofageo,D,Area Preclinica 2016,fisiologia
1496,"In tutte le seguenti condizioni il massaggio del seno carotideo modifica la tachicardia, tranne:",tachicardia atriale parossistica,flutter atriale,tachicardia sopraventricolare con conduzione ventricolare aberrante,tachicardia ventricolare,tachicardia sinusale,D,Area Preclinica 2016,fisiologia
1497,La cianosi differenziale (che si osserva solo agli arti inferiori) è causata da:,alterazioni delle arteriose cutanee degli arti inferiori,shunt destro sinistro,Edema polmonare,shunt sinistro destro,scompenso cardiaco,B,Area Preclinica 2016,fisiologia
1498,Che cosa significa disfagia?,deglutizione dolorosa,rigurgito di cibo,sensazione di difficoltà al transito del cibo in faringe o in esofageo,impossibilità a deglutire i cibi solidi,senso di ripulsa per determinati cibi,C,Area Preclinica 2016,fisiologia
1499,"Cosa si osserva nell'iperaldosteronismo primario? AREA PRE-CLINICA Pag. 253/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",ipotensione arteriosa,diminuita increzione di insulina,iperreflessia,ipobicarbonatemia,ipopotassiemia,E,Area Preclinica 2016,fisiologia
1500,La presenza di un linfonodo di consistenza duro-elastica alla palpazione puo' essere associato:,alla presenza di un linfogranuloma,alla presenza di una adenopatia di natura flogistica,alla presenza di una metastasi linfoghiandolare di un carcinoma,alla presenza di linfonodi calcifici tubercolari,e' la normale consistenza di un linfonodo alla palpazione,A,Area Preclinica 2016,fisiologia
1501,In tutte le malattie indicate di solito è presente stipsi tranne:,porfiria,sindrome di Zollinger-Ellison,carcinoma del sigma,diverticolite,iperparatoroidismo,B,Area Preclinica 2016,fisiologia
1502,Il sintomo precoce piu' frequente dell'embolia polmonare e':,dispnea,cianosi,emoftoe,edemi agli arti inferiori,dolori al petto in corrispondenza degli atti respiratori,A,Area Preclinica 2016,fisiologia
1503,In tutte le condizioni indicate è presente melanodermia tranne:,emocromatosi,fenilchetonuria,intensa irradiazione di raggi ultravioletti,terapia con ACTH,M. di Addison,B,Area Preclinica 2016,fisiologia
1504,Il sintomo più frequente ed importante del carcinoma dell'esofago è:,il singulto,la pirosi,la progressiva disfagia,l'eruttazione,i rigurgiti,C,Area Preclinica 2016,fisiologia
1505,"Una sindrome nefrosica associata ad epatosplenomegalia è generalmente dovuta a: AREA PRE-CLINICA Pag. 254/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",cirrosi epatica,nefrosclerosi,stenosi dell'arteria renale,trombosi della vena renale,amiloidosi,E,Area Preclinica 2016,fisiologia
1506,Quali cellule prevalgono nel liquor in corso di meningite tubercolare?,mastociti,linfociti,granulociti eosinofili,granulociti neutrofili,cellule di Langhans,B,Area Preclinica 2016,fisiologia
1507,Nella stenosi mitralica il rullio diastolico è:,sempre presente,presente solo se il ritmo è sinusale,presente solo se c'è fibrillazione atriale,presente solo se c'è contemporaneamente insufficienza mitralica,presente solo se c'è insufficienza cardiaca,A,Area Preclinica 2016,fisiologia
1508,Il segno di Blumberg è una reazione dolorosa di origine:,viscerale,riferita,da proiezione,peritoneale,somatica superficiale,D,Area Preclinica 2016,fisiologia
1509,Qual è la misura terapeutica più indicata nel tamponamento cardiaco acuto?,pericardiocentesi,salasso di circa 500 ml,digitalizzazione,diuresi forzata,emotrasfusione,A,Area Preclinica 2016,fisiologia
1510,Quali tra i seguenti segni rappresentano gli elementi costitutivi della sindrome di Claude-Bernard-Horner ?,"miosi, esoftalmo, ptosi palpebrale","miosi , enoftalmo, ptosi palpebrale","midriasi, esoftalmo, ptosi palpebrale","midriasi, enoftalmo, ptosi palpebrale","miosi, enoftalmo, dislalia",B,Area Preclinica 2016,fisiologia
1511,"In quale delle seguenti condizioni si può riscontrare ipercolesterolemia? AREA PRE-CLINICA Pag. 255/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",ipotiroidismo,morbo di Addison,epatite cronica senza colestasi,colite ulcerosa,morbo di Crohn,A,Area Preclinica 2016,fisiologia
1512,In quale delle seguenti condizione il pH del sangue è aumentato?,vomito,eclampsia,acidosi diabetica,polmonite,uremia,A,Area Preclinica 2016,fisiologia
1513,"Per quanto riguarda le  aree di auscultazione  cardiaca, è vero che",Per la valvola polmonare si trova al III spazio intercostale sulla linea parasternale destra,Per la valvola aortica si trova al III spazio intercostale sulla linea parasternale sinistra,Per la valvola mitrale si trova in prossimità della punta,Per la valvola tricuspide si trova al II spazio intercostale ai lati dello sterno,Corrispondono alla proiezione delle valvole sulla parete del torace,C,Area Preclinica 2016,fisiologia
1514,Quale dei seguenti segni clinici non è attribuibile ad un versamento polmonare bilaterale?,Crepitii diffusi,Ipofonesi plessica,Ipomobilità delle basi polmonari,Sibili polmonari,Dispnea,D,Area Preclinica 2016,fisiologia
1515,"Tutti i seguenti sintomi sono tipici dell'ipertiroidismo, tranne:",palpitazioni,tremori,aumento della sudorazione,dimagrimento,anoressia,E,Area Preclinica 2016,fisiologia
1516,La presenza di fischi all'auscultazione del torace e' caratteristica di:,broncostenosi,brochiectasie,edema interstiziale,edema alveolare,pneumotorace,A,Area Preclinica 2016,fisiologia
1517,"Quale dei seguenti sintomi si presenta per primo nella cirrosi biliare primitiva? AREA PRE-CLINICA Pag. 256/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",flapping,prurito,varici esofagee,splenomegalia,emorragia,B,Area Preclinica 2016,fisiologia
1518,La Sindrome di Plummer - Vinson si manifesta con :,"tremore, esoftalmo,alterazione delle ossa craniche","anemia,disfagia,glossite","dislalia,tremori,atassia","trombocitopenia,splenomegalia,atassia",diverticolo esofageo ed ulcera peptica,B,Area Preclinica 2016,fisiologia
1519,Come si definisce l'espressione del volto (facies) di un soggetto in buone condizioni di salute?,indifferente,composita,integra,non sofferente,sardonica,B,Area Preclinica 2016,fisiologia
1520,"Quale delle seguenti condizioni si presenta con ingrandimento prevalentemente bilaterale delle ombre ilari, accompagnato a simmetria delle lesioni polmonari:",tubercolosi polmonare cavitaria,sarcoidosi,m. di Hodgkin,neoplasia bronchiale,echinococcosi polmonare,B,Area Preclinica 2016,fisiologia
1521,"Tutte le seguenti alterazioni trofiche possono essere dovute a una sofferenza ischemica, tranne :",perdita dei peli,disonichia,atrofia cutanea,osteoporosi,ulcerazioni,D,Area Preclinica 2016,fisiologia
1522,Per oliguria nell'adulto intendiamo:,una diuresi 24 ore inferiore a 1000 ml,una diuresi 24 ore inferiore a 800 ml,una diuresi 24 ore inferiore a 500 ml,una diuresi 24 ore inferiore a 300 ml,una diuresi 24 ore inferiore a 100 ml,C,Area Preclinica 2016,fisiologia
1523,"Che cosa è il segno di Blumberg? AREA PRE-CLINICA Pag. 257/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",dolore provocato nel punto cistico,dolore provocato al rilascio improvviso della mano dall'addome,dolore prodotto dalla compressione manuale dell'addome,dolore provocato nella fossa iliaca sinistra,dolore provocato in regione appendicolare,B,Area Preclinica 2016,fisiologia
1524,"Il reperto radiologico articolare è positivo in tutte le seguenti artropatie, tranne:",sindrome di Felty,artrite reumatoide,gotta cronica,artrosi,reumatismo articolare acuto,E,Area Preclinica 2016,fisiologia
1525,"Nel m. di Addison, quale delle seguenti alterazioni si rileva  abitualmente?",ipokaliemia,ipercloremia,iperglicemia,iperkaliemia,iperbicarbonatemia,D,Area Preclinica 2016,fisiologia
1526,Come viene indicata la variazione del punto di origine dello stimolo nell'ambito atriale nei pressi del nodo del seno?,battito prematuro ventricolare,segna passi migrante,scappamento nodale,blocco seno-atriale,dissociazione atriale,B,Area Preclinica 2016,fisiologia
1527,In quale di queste condizioni la potassiemia è diminuita?,insufficienza renale acuta,insufficienza surrenale cronica,crisi emolitiche acute,acidosi respiratoria o metabolica,diarrea cronica,E,Area Preclinica 2016,fisiologia
1528,Qual è la caratteristica del blocco atrio-ventricolare di II grado tipo Mobitz I?,"PQ maggiore di 0,20 sec.",allungamento progressivo del PR finchè un P non è condotta,ritmo idioventricolare,arresto sinusale,dissociazione atrio-ventricolare,B,Area Preclinica 2016,fisiologia
1529,"Il morbo di Graves e' una forma di: AREA PRE-CLINICA Pag. 258/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",ipotiroidismo,ipertiroidismo,ipoparatiroidismo,iperparatiroidismo,ipopanpituitarismo,B,Area Preclinica 2016,fisiologia
1530,Quale dei seguenti riscontri di laboratorio permette di porre il sospetto di ipotiroidismo in fase subclinica:,TSH aumentato - frazioni libere aumentate,TSH ridotto - frazioni libere aumentate,TSH aumentato - frazioni libere normali,TSH ridotto - frazioni libere ridotte,TSH normale - frazioni libere aumentate,C,Area Preclinica 2016,fisiologia
1531,Una quadrantanopsia omonima superiore sinistra puo' essere dovuta a:,Danno della parte inferiore della radiazione ottica di destra,Danno della parte inferiore della radiazione ottica di sinistra,Tumore ipofisario,Danno della porzione inferiore della regione occipitale sinistra,Nessuna delle risposte e' corretta,A,Area Preclinica 2016,fisiologia
1532,"La percussione di una grossa massa muscolare, ad esempio la coscia, produce un suono che viene definito?",Ottuso,Risonante,Timpanico,Ipofonetico,Iperfonetico,D,Area Preclinica 2016,fisiologia
1533,la presenza di sfregamenti pleurici in un paziente asintomatico puo' essere indice di:,Versamento pericardico in paziente con scompenso cardiaco in fase iniziale,Pregressa pleurite,Adenopatia ilare,Bronco pneumopatia cronica ostruttiva,Enfisema pan lobulare,B,Area Preclinica 2016,fisiologia
1534,Quale dei seguenti rumori polmonari non e' reperto comune nella broncopneumopatia cronica ostruttiva?,Ronchi,Fischi,Sfregamenti,Crepitii,Nessuna delle altre altre risposte,E,Area Preclinica 2016,fisiologia
1535,"Il test di Rinne AREA PRE-CLINICA Pag. 259/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",e' un test di laboratorio usato per valutare la presenza di batteri nel liquor,e' un test per la valutazione della velocita' di conduzione dei motoneuroni,e' un test usato in ORL  che confronta la conduzione aerea con quella ossea,e' un test per la valutazione della retinopatia diabetica,e' un test per la valutazione dell'emocompatibilita' tra due soggetti,C,Area Preclinica 2016,fisiologia
1536,Il gozzo sporadico e' dovuto a:,difetti nei recettori periferici per gli ormoni tiroidei,difetti nella biosintesi degli ormoni tiroidei,accelerato catabolismo degli ormoni tiroidei,asportazione chirurgica di una parte della tiroide,asportazione chirurgica di tutta la tiroide,B,Area Preclinica 2016,fisiologia
1537,Il diabete insipido e' dovuto a:,deficit nella produzione/secrezione di insulina pancreatica,deficit nella produzione di ADH ipotalamica,deficit nell'azione periferica dell'insulina,difetti genetici a carico della struttura dell'insulina,cause autoimmunitarie,B,Area Preclinica 2016,fisiologia
1538,La vitiligo e':,"la presenza di aree eritematose diffuse a tronco, collo e volto",la presenza di chiazze chiare rispetto alla cute circostanze,La lesione primitiva tipica dell'orticaria,Una reazione immunologica della cute scatenata da un'infezione o da farmaci,Una lesione cutanea intensamente pruriginosa,B,Area Preclinica 2016,fisiologia
1539,"Per porre diagnosi di Blocco Atrio-Ventricolare di I° grado, l'intervallo P-Q all'elettrocardiogramma deve essere superiore a:",100msec,120msec,200msec,300 msec,La P non deve essere seguita da complessi QRS,C,Area Preclinica 2016,fisiologia
1540,La lingua deviata verso un lato puo' essere indice di lesione a quale dei seguenti nervi cranici,facciale,trigemino,accessorio,ipoglosso,Abducente,D,Area Preclinica 2016,fisiologia
1541,"L'edema delle caviglie puo' essere dovuto a quale delle seguenti patologie? AREA PRE-CLINICA Pag. 260/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Insufficienza cardiaca,Malattia renale,Malattia epatica,Ostruzione al flusso venoso,Tutte le risposte sono corrette,E,Area Preclinica 2016,fisiologia
1542,"La classificazione dello scompenso cardiaco mediante le classi di Forrester, tiene conto di:","Dispnea, presenza di edemi arti inferiori, saturazione di O2 arteriosa","Dispnea, cianosi periferica, frequenza cardiaca","Funzione ventricolare, saturazione di O2 arteriosa, alterazioni elettrocardiografiche","Ipoperfusione periferica, grado di congestione polmonare","Quadro emogasanalitico, funzoine ventricolare, rapidita' di insorgenza della malattia",D,Area Preclinica 2016,fisiologia
1543,La coilonichia ungueale e':,presenza di unghie a cucchiaio,presenza solchi traversali paralleli alla lunula,letto ungueale prossimale biancastro e parte distale rosea o rossa.,Tipiche della psoriasi,Unghie a vetrino d'orologio,A,Area Preclinica 2016,fisiologia
1544,Gli esami di laboratorio per la valutazione della funzione tiroidea comprendono tutti i seguenti parametri tranne:,dosaggio TSH,dosaggio frazioni libere fT3-fT4,dosaggio anticorpi antitireoglobulina,dosaggio antocorpi antitireoperossidasi,dosaggio FSH,E,Area Preclinica 2016,fisiologia
1545,Il tinnito e':,un tipo di vertigine parossistica da lesione labirintica,la secrezione dall'orecchio di liquido simil-cristallino,sensazione acustica di ronzio o suono in assenza di stimoli ambientali,la secrezione di materiale purulento dall'orecchio,la sensazione di un movimento rotatorio a posizione ferma,C,Area Preclinica 2016,fisiologia
1546,"Nell'edema polmonare, solitamente il decubito del paziente preferenzialmente e':",supino,laterale,a canna di fucile,ortopnoico,indifferente attivo,D,Area Preclinica 2016,fisiologia
1547,"Le catecolamine sono prodotte a livello surrenalico in quale delle seguenti regioni AREA PRE-CLINICA Pag. 261/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",corticale glomerulare,midollare,corticale fascicolare,corticale reticolare,"non sono prodotte a livello surrenalico AREA PRE-CLINICA Pag. 262/558 Ministero dell Istruzione, dell  Università e della Ricerca, , Morfologia",B,Area Preclinica 2016,fisiologia
1548,Il legamento rotondo del fegato rappresenta il residuo di:,vene vitelline,arteria ombelicale destra,vena ombelicale,vena cardinale posteriore destra,arteria ombelicale sinistra,C,Area Preclinica 2016,morfologia
1549,I neuroni dei gangli spinali sono:,multipolari,rivestiti da astrociti,motori,pseudounipolari,apolari,D,Area Preclinica 2016,morfologia
1550,"Il canale dello Schlemm, o seno venoso della sclerotica, consente il deflusso di:",endolinfa,perilinfa,umore acqueo,liquor cefalorachidiano,"endolinfa, perilinfa e umore acqueo",C,Area Preclinica 2016,morfologia
1551,Nella degenerazione Walleriana le cellule di Schwann,formano un nuovo assone,sostituiscono i pirenofori,formano un tubo cellulare  che guida la crescita del nuovo assone,danno origine ad una sinapsi per una nuova congiunzione,vengono completamente distrutte,C,Area Preclinica 2016,morfologia
1552,Il nervo muscolo - cutaneo innerva:,il bicipite brachiale,il flessore profondo delle dita,il tricipite,il pronatore rotondo,il braccio - radiale,A,Area Preclinica 2016,morfologia
1553,L'epitelio di rivestimento della vescica urinaria è di tipo:,Pavimentoso semplice,Pavimentoso stratificato,"Pluriseriato vibratile AREA PRE-CLINICA Pag. 263/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Polimorfo o di transizione,Prismatico semplice con microvilli,D,Area Preclinica 2016,morfologia
1554,La vena grande safena:,E' una vena profonda della coscia,E' una vena superficiale che passa al davanti del malleolo mediale,E' una vena profonda della gamba,E' una vena superficiale che passa dietro al malleolo mediale,E' una vena superficiale che passa al davanti del malleolo laterale,B,Area Preclinica 2016,morfologia
1555,La tiroide:,E' poco o nulla vascolarizzata,Ha una struttura follicolare,E' divisa in tre lobi,E' una ghiandola esocrina,Secerne il TSH,B,Area Preclinica 2016,morfologia
1556,L'utero è situato:,Tra sinfisi pubica e vescica urinaria,Dietro all'intestino retto,Sul lato sinistro dell'intestino retto,Sul lato destro della vescica urinaria,Nella piccola pelvi tra vescica urinaria ed intestino retto,E,Area Preclinica 2016,morfologia
1557,La capillarizzazione delle arterie bronchiali avviene a livello di:,alveoli polmonari,vena azygos,albero bronchiale esclusi i bronchioli terminali,albero bronchiale compresi i bronchioli terminali,bronchioli respiratori,C,Area Preclinica 2016,morfologia
1558,Le cellule calciformi mucipare sono numerose:,nei mesoteli,nell'epitelio dello stomaco,nelle ghiandole salivari,nella mucosa del colon,nell'urotelio,D,Area Preclinica 2016,morfologia
1559,Quale nervo decorre nel tunnel carpale :,ascellare,mediano,"ulnare AREA PRE-CLINICA Pag. 264/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",radiale,muscolocutaneo,B,Area Preclinica 2016,morfologia
1560,I muscoli papillari sono particolarmente vulnerabili all'ischemia perché sono irrorati da branche terminali delle coronarie. Un infarto miocardio della faccia diaframmatica (inferiore) del cuore danneggia:,il muscolo papillare posteriore del ventricolo destro,il muscolo papillare anteriore del ventricolo destro,il muscolo papillare posteromediale del ventricolo sinistro,il muscolo papillare anterolaterale del ventricolo sinistro,mai nessun muscolo papillare,A,Area Preclinica 2016,morfologia
1561,L'uretere inizia a livello:,Del giunto pielo-ureterale,Dei calici minori,Dei calici maggiori,Dei dotti papillari,Delle colonne renali del Bertin,A,Area Preclinica 2016,morfologia
1562,Le seguenti strutture sono comprese nel piccolo omento tranne:,Arteria epatica,Vene epatiche,Condotto coledoco,Linfatici,Fibre del nervo vago,B,Area Preclinica 2016,morfologia
1563,Il grande omento si inserisce sul:,Fegato e stomaco,Stomaco e digiuno,Digiuno e colon,Stomaco e colon,Fegato e colon,D,Area Preclinica 2016,morfologia
1564,"Come conseguenza della loro diversa origine embrionale, il cancro dello scroto metastatizza in stazioni linfonodali diverse rispetto al cancro al testicolo; quale delle seguenti affermazioni al riguardo è corretta?",Il cancro scrotale metastatizza ai linfonodi iliaci superficiali,Il cancro del testicolo metastatizza ai linfonodi inguinali superficiali,Il cancro dello scroto metastatizza ai linfonodi inguinali profondi,Il cancro del testicolo metastatizza ai linfonodi paraortici,Il cancro del testicolo non dà metastasi,D,Area Preclinica 2016,morfologia
1565,La parete anteriore della fossa  infratemporale è costituita da:,Arcata zigomatica,"Osso mascellare AREA PRE-CLINICA Pag. 265/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Osso temporale,Lamina laterale del processo pterigoideo,Ramo della mandibola,B,Area Preclinica 2016,morfologia
1566,Il drenaggio linfatico dei quadranti mediali della mammella conduce:,prevalentemente ai linfonodi sternali,prevalentemente ai linfonodi ascellari,prevalentemente ai linfonodi sovraclavicolari,prevalentemente ai linfonodi cervicali profondi,prevalentemente ai linfonodi preaortici,A,Area Preclinica 2016,morfologia
1567,Tutte le strutture seguenti sono rivestite da epitelio pavimentoso semplice tranne:,Alveolo polmonare,Cavità pleurica,Trachea,Foglietto parietale della capsula glomerulare,Vasi linfatici,C,Area Preclinica 2016,morfologia
1568,Quale tra le seguenti affermazioni riguardanti le cellule secernenti gastrina è corretta?,"Si trovano nello stomaco, nel duodeno e nel pancreas endocrino e regolano la secrezione delle cellule parietali dello stomaco","Si trovano nello stomaco, nel duodeno e nel pancreas endocrino e regolano la secrezione delle cellule principali dello stomaco",Si trovano soprattutto nell'ileo e regolano la secrezione delle cellule parietali dello stomaco,Si trovano solo nel pancreas endocrino e regolano la secrezione delle cellule parietali dello stomaco,Si trovano solo nel pancreas esocrino e regolano la secrezione delle cellule principali dello stomaco,A,Area Preclinica 2016,morfologia
1569,Le ghiandole surrenali:,"Sono divise in tre parti: corticale, epiteliale e midollare",Hanno la parte midollare caratterizzata da cellule eosinofile,"Hanno la parte corticale divisa in: zona glomerulosa, fascicolata e reticolare",Producono l'ACTH,Si trovano tra i due reni,C,Area Preclinica 2016,morfologia
1570,Il dolore viscerale riflesso da ulcera gastrica viene solitamente proiettato nella regione epigastrica perché lo stomaco è innervato da fibre dolorifiche che raggiungono i gangli spinali T7 e T8 attraverso:,Il nervo frenico,Il nervo grande splancnico,Il nervo ricorrente,Il plesso brachiale,Il nervo glossofaringeo,B,Area Preclinica 2016,morfologia
1571,"Un'ulcera della parete posteriore del bulbo duodenale può perforarsi e provocare una grave emorragia interna per erosione di quale vaso?","arteria gastroepiploica sinistra AREA PRE-CLINICA Pag. 266/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",arteria lienale,arteria gastrica sinistra,arteria gastroduodenale,arteria pancreaticoduodenale inferiore,D,Area Preclinica 2016,morfologia
1572,"Tutte le seguenti affermazioni circa le vertebre cervicali sono corrette, tranne:",Ogni processo trasverso ha un forame,L'atlante non ha corpo nè processo spinoso,Nessuno dei processi spinosi può essere palpato,La maggior parte delle vertebre cervicali ha processi spinosi bifidi,Tra processo odontoideo dell'epistrofeo e arco anteriore dell'atlante c'è una articolazione sinoviale,C,Area Preclinica 2016,morfologia
1573,I granulociti eosinofili sono:,Meno numerosi dei basofili nel sangue periferico,Più numerosi dei neutrofili nel sangue periferico,Più numerosi dei linfociti nel sangue periferico,Più numerosi nei pazienti con alcune parassitosi,Incapaci di fagocitosi,D,Area Preclinica 2016,morfologia
1574,L'area motrice (4) della corteccia cerebrale è vascolarizzata da:,Arteria comunicante posteriore,Arteria comunicante anteriore,Arteria cerebrale posteriore,Arteria cerebrale anteriore e arteria cerebrale media,Arteria cerebrale anteriore ed arteria cerebrale posteriore,D,Area Preclinica 2016,morfologia
1575,Quale di queste strutture non è considerato parte del sistema limbico:,circonvoluzione del cingolo,amigdala,ippocampo,corpi mammillari,corpo calloso,E,Area Preclinica 2016,morfologia
1576,Quale arteria accompagna il nervo radiale al terzo medio del braccio:,l'arteria ascellare,l'arteria omerale profonda,l'arteria radiale,l'arteria ricorrente,l'arteria circonflessa,B,Area Preclinica 2016,morfologia
1577,L'origine aortica dell'arteria mesenterica superiore è localizzata:,"al di sopra del pancreas AREA PRE-CLINICA Pag. 267/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",dietro al pancreas,al di sopra del tronco celiaco,nel piccolo omento,nel mesocolon trasverso,B,Area Preclinica 2016,morfologia
1578,Tutte le seguenti affermazioni sull'orecchio sono corrette tranne:,le ghiandole ceruminose sono ghiandole pocrife modificate,gli ossicini dell'udito si articolano per sindesmosi,la cavita' del timpano e' collegata a spazi pneumatici nella mastoide,la cavita' vestibolare e timpanica contengono perilinfa,l'organo del Corti si appoggia sulla membrana basilare,B,Area Preclinica 2016,morfologia
1579,Nella donna lo spazio del Douglas è tra:,la vescica e la parete anteriore dell'addome,la vescica e l'utero,utero e parete anteriore dell'addome,utero e retto,non si trova nella pelvi femminile,D,Area Preclinica 2016,morfologia
1580,Si trova cartilagine elastica in tutte le sedi eccetto:,Meato acustico esterno,Tuba uditiva  (di Eustachio),Padiglione auricolare,Dischi intervertebrali,Epiglottide,D,Area Preclinica 2016,morfologia
1581,La proiezione superficiale dell'anello inguinale addominale si trova al livello:,dell'estremità laterale del legamento inguinale,dell'estremità mediale del legamento inguinale,"del punto di mezzo del legamento inguinale, circa 1,25 cm al di sopra di esso","del punto di mezzo del legamento inguinale, circa 1,25cm al di sotto di esso",al di sopra della sinfisi pubica,C,Area Preclinica 2016,morfologia
1582,L'Epitelio del pericardio è:,pavimentoso semplice,pavimentoso composto,prismatico semplice,prismatico pseudostratificato,pavimentoso semplice con cellule caliciformi mucipare intercalate,A,Area Preclinica 2016,morfologia
1583,Quale dei seguenti nervi innerva i muscoli sternocleidomastoideo e trapezio?,"Nervo accessorio AREA PRE-CLINICA Pag. 268/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Nervo grande occipitale,Nervo piccolo occipitale,Nervo cutaneo trasverso del collo,Nervo sopraclavicolare,A,Area Preclinica 2016,morfologia
1584,"La cute, senza considerare il sottocutaneo, rappresenta:",Il 15-20% del peso corporeo,L'1-2% del peso corporeo,Il 10% del peso corporeo,Il 12% del peso corporeo,Il 5-6% del peso corporeo,E,Area Preclinica 2016,morfologia
1585,I reni posteriormente prendono rapporto con i nervi:,"ileo ipogastrico, ileo inguinale e costale","costale, cutaneo del femore e celiaco","genito femorale, ileo inguinale e vago","ileo ipogastrico, cutaneo laterale del  femore e celiaco","otturatorio, ileo inguinale e costale",A,Area Preclinica 2016,morfologia
1586,"Tutte le seguenti affermazioni sul pancreas sono corrette, tranne:",il corpo del pancreas corrisponde alle prime due vertebre lombari,il corpo del pancreas e' in rapporto con la vena splenica,la faccia anteriore e' coperta dalla parete posteriore della borsa omentale,il margine superiore e' in rapporto con il tronco celiaco e il plesso celiaco,il dotto principale (del Wirsung) e il dotto accessorio (del Santorini) convergono nel coledoco,E,Area Preclinica 2016,morfologia
1587,La filtrazione glomerulare avviene:,Attraverso un filtro formato solo dai pedicelli dei podociti,Attraverso le cellule del mesangio della capsula di Bowman,"Attraverso un filtro formato dall'endotelio capillare, dalla membrana basale e dai pedicelli dei podociti",Solo attraverso la membrana basale glomerulare,Attraverso un filtro formato solo dalla membrana basale glomerulare e dai pedicelli dei podociti,C,Area Preclinica 2016,morfologia
1588,In caso di ostruzione della vena porta si attivano le seguenti anastomosi:,Tra vena mesenterica inferiore e vene rettali superiori,Tra vena splenica e vena gastro-epiploica sinistra,Tra vena gastrica sinistra e vene esofagee,Tra vene paraombelicali e vene epiploiche,Tra vena cava superiore e vene lombari ascendenti,C,Area Preclinica 2016,morfologia
1589,Le cellule di Langherans della cute:,"Sono comunemente localizzate nel derma AREA PRE-CLINICA Pag. 269/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Hanno funzioni endocrine,Partecipano alla pigmentazione della cute,Svolgono funzione immunologiche,Sono cheratinociti modificati,D,Area Preclinica 2016,morfologia
1590,"Nella maggior parte degli individui, il fascio atrioventricolare è vascolarizzato:",da rami profondi dell'arteria circonflessa,da rami profondi della coronaria destra,da rami settali dell'arteria interventricolare posteriore,da rami settali dell'arteria interventricolare anteriore,da rami delle arterie bronchiali,D,Area Preclinica 2016,morfologia
1591,Il liquor cefalorachidiano entra nello spazio subaracnoideo attraverso:,i villi aracnoidei,i plessi corioidei,i fori di Monro,i fori di Luschka e Magendie,il foro ovale,D,Area Preclinica 2016,morfologia
1592,I linfociti:,hanno attività fagocitaria,hanno citoplasma scarso,costituiscono il 2-3% dei leucociti agranulati circolanti nel sangue,hanno un nucleo polilobato,sono cellule immobili,B,Area Preclinica 2016,morfologia
1593,L'arteria omerale nel braccio contrae rapporti con il nervo,mediano,ulnare,radiale,muscolo - cutaneo,nessuna delle risposte indicate,A,Area Preclinica 2016,morfologia
1594,Una difficoltà nel muovere la lingua fa pensare ad una compressione del Nervo,accessorio,faciale,ipoglosso,terza branca del trigemino,vago,C,Area Preclinica 2016,morfologia
1595,Il dolore anginoso è spesso irradiato dalla regione sottosternale e toracica sinistra alla spalla e alla faccia mediale del braccio sinistro perché:,"l'aia cardiaca è spostata a sinistra della linea mediana AREA PRE-CLINICA Pag. 270/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,","le fibre sensitive di provenienza cardiaca terminano a livello di C4-C8, in comune con quelle toraciche e del braccio sinistro","le fibre sensitive di provenienza cardiaca terminano a livello di T1-T4 a sinistra, in comune con quelle toraciche e del braccio sinistro",le fibre sensitive decorrono nei tronchi parasimpatici di innervazione del plesso cardiaco,l'arco aortico termina a sin della linea mediana.,C,Area Preclinica 2016,morfologia
1596,Nel chiasma ottico si incrociano :,tutte le fibre del nervo ottico,le fibre provenienti dalla metà nasale della retina,le fibre provenienti dalla metà temporale della retina,le fibre provenienti dal tubercolo quadrigemello inferiore,tutte le fibre provenienti dalla macula,B,Area Preclinica 2016,morfologia
1597,Ad una donna viene fatta una diagnosi di adenocarcinoma localizzato alla testa del pancreas. Quali strutture anatomiche potrebbe essere stata interessata?,arteria mesenterica inferiore,milza,coledoco,arteria lienale,rene sinistro,C,Area Preclinica 2016,morfologia
