id,question,A,B,C,D,E,answer,category,macro category
973,quale tra le seguenti vaccinazioni ha attualmente la minore copertura vaccinale in italia ?,antipolio,anti influenzale,antidifterica,antimorbillosa,antitetanica,B,Area Clinica 2016,medicina legale e sanità pubblica
974,la specificità di un test corrisponde a:,probabilità di osservare un risultato positivo,probabilità di osservare un test con risultato negativo tra i sani,frequenza dei malati con test positivo,numero di test negativi tra i malati,proporzione di malati con test positivo,B,Area Clinica 2016,medicina legale e sanità pubblica
975,la prevalenza complessiva delle infezioni ospedaliere in italia è intorno a:,<1%,tra l'1% e il 2%,7%,15%,20%,C,Area Clinica 2016,medicina legale e sanità pubblica
976,i costi fissi di una struttura complessa ospedaliera sono:,la parte dei costi sanitari che possono essere decisi dai medici,la parte dei costi sanitari che non possono essere decisi dai medici,la parte dei costi sanitari che possono essere decurtati dal direttore generale,la parte dei costi produttivi che non dipendono dal livello di erogazione dei servizi sanitari,la parte dei costi produttivi che dipendono dal livello di erogazione dei servizi sanitari,D,Area Clinica 2016,medicina legale e sanità pubblica
977,il valore predittivo positivo di un test corrisponde a:,probabilità di osservare un risultato positivo,probabilità di osservare un risultato positivo tra i malati,frequenza dei malati con test positivo,probabilità di osservare un risultato negativo tra i malati,proporzione di malati tra i soggetti con test positivo,E,Area Clinica 2016,medicina legale e sanità pubblica
978,se un cittadino si reca presso una struttura privata accreditata con cui la sua azienda usl ha stipulato un accordo per ricevere una prestazione esclusa dai lea:,paga direttamente la prestazione,paga solo l'eventuale ticket,non paga nulla,paga l'intera prestazione e poi ottiene il rimborso dalla propria azienda usl,il cittadino non può accedere alla prestazione,A,Area Clinica 2016,medicina legale e sanità pubblica
979,una sperimentazione clinica controllata è definita in doppio cieco quando:,nè lo statistico che elabora i dati nè lo sperimentatore sono a conoscenza del tipo di trattamento effettuato,nè il paziente nè lo statistico che elabora i dati sono a conoscenza del tipo di trattamento effettuato,nè il paziente nè i suoi parenti sono a conoscenza del tipo di trattamento effettuato,nè il paziente nè lo sperimentatore sono a conoscenza del tipo di trattamento effettuato,i gruppi di controllo sono due,D,Area Clinica 2016,medicina legale e sanità pubblica
980,"in un programma di rilevamento dei casi di diabete, il livello di screening per la glicemia è posto a 160 mg% per il saggio a e a 130 mg% per il saggio b:",ciò significa che il numero di falsi positivi è inferiore ai falsi negativi,ciò significa che il numero di falsi positivi è superiore ai falsi negativi,ciò significa che il numero di falsi positivi è minore con a che con b,ciò significa che il numero di falsi positivi è maggiore con a che con b,non è possibile prevedere l'effetto sul numero dei falsi positivi e negativi,C,Area Clinica 2016,medicina legale e sanità pubblica
981,lo smog fotochimico è caratterizzato principalmente dalla presenza di:,ossidi di azoto,ossidi di zolfo,ossidi di carbonio,ossidi di piombo,aldeidi,A,Area Clinica 2016,medicina legale e sanità pubblica
982,le forme cliniche di carbonchio (antrace) rilevate dopo gli eventi bioterroristici del 2001 sono state:,genitali,muscolari,cutanee,gastrointestinali,da inalazione,E,Area Clinica 2016,medicina legale e sanità pubblica
983,la trasmissione della meningite cerebrospinale epidemica avviene mediante:,oggetti d'uso,feci e urine,goccioline di flügge,insetti,polveri sospese,C,Area Clinica 2016,medicina legale e sanità pubblica
984,in termini di programmazione sanitaria l'analisi costo-efficacia,consente il bilancio economico di una attività,misura la resa degli interventi sanitari,"consente, in una situazione di limitazione di risorse, di scegliere un intervento fra varie alternative",consente di calcolare il vantaggio economico ottenuto per unità di risorse investita,"consente, a parità di effetto, di scegliere l'alternativa che richiede il minor consumo di risorse",C,Area Clinica 2016,medicina legale e sanità pubblica
985,"i controlli sulle acque destinate al consumo umano (d.lgs 2/2/2001, n.31)devono essere effettuati:",con frequenza giornaliera,ogni due giorni,con frequenza settimanale,con frequenza mensile,con frequenza variabile a seconda del volume d'acqua distribuito o prodotto ogni giorno in una zona di approvvigionamento,E,Area Clinica 2016,medicina legale e sanità pubblica
986,qual è il limite di intensità di un suono oltre il quale l'apparato uditivo può subire un danno acuto ?,150 db,75 db,60 db,35 db,100 db,A,Area Clinica 2016,medicina legale e sanità pubblica
987,l'evidence based medicine:,e' una tecnica per valutare statisticamente i risultati complessivi di più studi epidemiologici che mettano in relazione un fattore di rischio ad una malattia,e' una tecnica per valutare statisticamente i risultati complessivi di diverse sperimentazioni cliniche non controllate,e' un approccio alle problematiche sanitarie che esclude il ricorso alla letteratura scientifica ufficiale,e' un approccio alle problematiche sanitarie che considera sia i dati della letteratura scientifica che le esperienze dirette degli operatori,e' la ricerca applicata a tutte le terapie non convenzionali,D,Area Clinica 2016,medicina legale e sanità pubblica
988,"secondo la normativa vigente, per accreditamento si intende:",l'adozione di un sistema di pagamento a tariffe predeterminate.,la registrazione di tutte le prestazioni erogate.,l'invio alle altre aziende della richiesta dei crediti da riscuotere.,il possesso di requisiti predeterminati.,la stipula di un fondo comune per le strutture coinvolte.,D,Area Clinica 2016,medicina legale e sanità pubblica
989,il più adatto studio epidemiologico per valutare l'insorgenza della leucemia in una comunità esposta ad un incidente nucleare é:,studio ecologico,studio trasversale,studio di coorte,studio caso-controllo,studio sperimentale,C,Area Clinica 2016,medicina legale e sanità pubblica
990,il quadro clinico caratterizzante la tossinfezione da botulismo riguarda:,febbre,vari sintomi a livello del sistema nervoso centrale,diarrea,eruzioni cutanee,asma bronchiale,B,Area Clinica 2016,medicina legale e sanità pubblica
991,la specificità di un test diagnostico si calcola con la formula:,veri positivi/ totale sani,veri negativi/ totale sani,falsi negativi/ totale sani,falsi positivi/ totale sani,veri negativi/totale malati,B,Area Clinica 2016,medicina legale e sanità pubblica
992,"in uno screening per accertare la sieropositività per hiv tra i militari di leva risulta un valore predittivo positivo di 13,3%. da questo si può ricavare che:",il numero dei falsi positivi sarà molto basso,il numero dei falsi positivi sarà molto alto,il numero dei falsi negativi sarà molto basso,il numero dei falsi negativi sarà molto alto,l'hiv è una condizione frequente,B,Area Clinica 2016,medicina legale e sanità pubblica
993,se nell'85% dei pap-test risultati positivi consegue una diagnosi istologica di carcinoma della cervice uterina:,il valore predittivo positivo è 85%,la sensibilità è del 85%,la specificità è del 15%,la proporzione di falsi negativi è 85%,la proporzione di falsi positivi è 15%,A,Area Clinica 2016,medicina legale e sanità pubblica
994,il tasso di fecondità generale è il rapporto tra:,n° di nascite (nati vivi e nati morti) nell'anno e popolazione a metà anno,n° di nati vivi nell'anno e popolazione a metà anno,n° di parti in un anno e popolazione totale,n° di nati vivi in un anno e popolazione femminile tra 15 e 49 anni,n° di morti nell'anno e popolazione a metà anno,D,Area Clinica 2016,medicina legale e sanità pubblica
995,in quale delle seguenti forme di epatite virale deve necessariamente esserci una coinfezione per la replicazione virale ?,epatite a,epatite b,epatite c,epatite d,epatite e,D,Area Clinica 2016,medicina legale e sanità pubblica
996,"in un test di screening in cui la sensibilità del test è del 95%, la percentuale di falsi negativi é:",5%,95%,100%,non è possibile calcolarla,nessuna delle risposte indicate,A,Area Clinica 2016,medicina legale e sanità pubblica
997,uno studio epidemiologico che permette di calcolare la prevalenza è uno studio di tipo:,ecologico,di coorte,caso-controllo,trasversale,longitudinale,D,Area Clinica 2016,medicina legale e sanità pubblica
998,negli studi epidemiologici eziologici per fattore di confondimento si intende:,una distorsione dei risultati dovuta alla non rispondenza ai questionari,una distorsione dei risultati dovuta al rifiuto di essere sottoposto a domande tratte dai questionari,una distorsione dei risultati dovuta ad errori strumentali,una distorsione dei risultati dovuta alle eccessive perdite al follow-up,un elemento associato sia al fattore di rischio che all'esito in grado di modificare i risultati finali dello studio,E,Area Clinica 2016,medicina legale e sanità pubblica
999,l'incidenza annuale della sindrome di creutzfeldt-jakob in italia è approssimativamente di:,1 su 10.000.000,1 su 1.000.000,1 su 100.000,1 su 5.000,1 su 1.000,B,Area Clinica 2016,medicina legale e sanità pubblica
1000,cosa sono le nitrosammine?,"sono sostanze prodotte da ceppi di miceti, presenti soprattutto nelle derrate alimentari",fanno parte del gruppo dei pesticidi che possono residuare negli alimenti,sono tossine naturalmente presenti in alcuni alimenti quali le patate,sono sostanze cancerogene che si producono durante la affumicatura dei cibi,sono composti organici ottenuti dalla reazione dei nitriti con una ammina secondaria,E,Area Clinica 2016,medicina legale e sanità pubblica
1001,la sensibilità di un test di screening è il rapporto tra:,malati positivi al test e totale di malati,malati negativi al test e totale di malati,non malati positivi al test e totale dei non malati,non malati negativi al test e totale dei non malati,nessuna delle risposte indicate,A,Area Clinica 2016,medicina legale e sanità pubblica
1002,quali delle seguenti affermazioni sui vaccini è corretta?,non si possono somministrare nella stessa seduta vaccini diversi tranne quelli combinati in una unica preparazione,per i vaccini costituiti da anatossine è sufficiente un'unica inoculazione,per la preparazione del vaccino antiepatite b è utilizzata la tecnica del dna ricombinante,i vaccini uccisi hanno una efficacia protettiva maggiore di quelli vivi purché venga rispettata l'integrità genica dei virus o batteri in essi contenuti,i vaccini uccisi sono responsabili di maggiori effetti collaterali,C,Area Clinica 2016,medicina legale e sanità pubblica
1003,l'accreditamento istituzionale:,viene rilasciato dalla regione di appartenenza della struttura da accreditare,viene definito a partire dei criteri contenuti nel piano sanitario nazionale,è sinonimo di autorizzazione all'esercizio di attività sanitarie,è un pre-requisito per il rilascio dell'autorizzazione all'esercizio di attività sanitarie,non è obbligatorio,A,Area Clinica 2016,medicina legale e sanità pubblica
1004,"in un test di screening in cui la specificità del test è del 90%, la percentuale di falsi positivi é:",5%,90%,10%,20%,non è possibile calcolarla,C,Area Clinica 2016,medicina legale e sanità pubblica
1005,la certificazione iso 9000:,valuta la soddisfazione dei clienti,e' inerente la qualità dell'organizzazione,e' orientata agli esiti,e' obbligatoria,attesta la capacità dei processi di soddisfare i requisiti contrattuali del cliente,B,Area Clinica 2016,medicina legale e sanità pubblica
1006,ai fini dei limiti di intensità acustica (cfr. dpcm 1.3.1991) le aree ospedaliere rientrano nell'ambito della:,classe i (aree particolarmente protette),classe ii (aree destinate ad uso prevalentemente residenziale),classe iii (aree di tipo misto),classe iv (aree di intensa attività umana),classe v (aree prevalentemente industriali),A,Area Clinica 2016,medicina legale e sanità pubblica
1007,per quali tra i seguenti fattori di rischio ambientali vi è evidenza scientifica certa di cancerogenicità ?,radiazioni non ionizzanti,benzene,ozono,ossido di carbonio,anidride carbonica,B,Area Clinica 2016,medicina legale e sanità pubblica
1008,qual è il test statistico più appropriato per analizzare i dati di uno studio epidemiologico di confronto tra la prevalenza di hbsag in due gruppi di lavoratori:,chi-quadrato,t di student,analisi della varianza,regressione lineare semplice,regressione lineare multipla,A,Area Clinica 2016,medicina legale e sanità pubblica
1009,il drg è:,una metodologia per la classificazione delle cause di morte,una metodologia di rimborso delle prestazioni di ricovero ospedaliero,il documento accompagnatorio delle cartelle cliniche che riporta le autorizzazioni dei pazienti alle terapie invasive,una metodologia per la notifica obbligatoria delle malattie infettive,un sistema di tariffe per finanziare i medici di medicina generale,B,Area Clinica 2016,medicina legale e sanità pubblica
1010,il più adatto studio epidemiologico per valutare in tempi brevi il ruolo di un fattore di rischio individuale nello sviluppo di una malattia rara:,studio ecologico,studio trasversale,studio a coorte,studio caso-controllo,studio sperimentale,D,Area Clinica 2016,medicina legale e sanità pubblica
1011,"se in un centro di terapia intensiva giungono contemporaneamente due ammalati in pericolo di vita e vi è un solo posto a disposizione, il sanitario a chi deve dare assistenza?",a nessuno dei due,affidarsi alla sorte,al più giovane,al più vecchio,a quello che ha maggiori probabilità di salvarsi,E,Area Clinica 2016,medicina legale e sanità pubblica
1012,"il tempo di dimezzamento delle immunoglobuline umane somministrate a scopo di profilassi, dopo l'inoculazione intramuscolare, è di circa:",2 giorni,25 giorni,6-8 settimane,3 mesi,nessuna delle risposte indicate,B,Area Clinica 2016,medicina legale e sanità pubblica
1013,il piano sanitario nazionale è predisposto da:,governo,presidente della repubblica,regione,provincia,comune,A,Area Clinica 2016,medicina legale e sanità pubblica
1014,il bias in uno studio epidemiologco:,e' una distorsione dei risultati dovuta alla non rispondenza ai questionari,e' una distorsione dei risultati dovuta al rifiuto di essere sottoposto a domande tratte dai questionari,e' una distorsione dei risultati dovuta ad errori strumentali,e' una distorsione dei risultati dovuta ad un qualsiasi elemento che produca risultati non corrispondenti alla realtà,la fase nella quale si standardizzano le metodiche di misurazione,D,Area Clinica 2016,medicina legale e sanità pubblica
1015,quale delle seguenti affermazioni circa i modelli di studio in epidemiologia è corretta?,in uno studio sperimentale l'osservatore decide chi viene esposto o meno a un determinato confondente,in uno studio retrospettivo l'osservatore parte dall'esposizione al determinante per identificare chi sviluppa l'evento in studio,in una sperimentazione clinica controllata alla serie dei casi si confronta una serie di controllo,in uno studio in doppio cieco né il paziente né l'osservatore conoscono l'attribuzione del paziente stesso all'esposizione in studio,uno studio caso-controllo è per sua natura prospettico,D,Area Clinica 2016,medicina legale e sanità pubblica
1016,"quale, tra i seguenti tumori maligni, ha mostrato negli ultimi decenni nel sesso femminile, in italia, un evidente aumento dei tassi di mortalità ?",mammella,stomaco,collo dell'utero,ovaio,polmone,E,Area Clinica 2016,medicina legale e sanità pubblica
1017,quali dei seguenti vaccini è costituito da anatossine ?,antiepatite b,antitetanico,antipertossico,antimorbilloso,antitubercolare,B,Area Clinica 2016,medicina legale e sanità pubblica
1018,un' azienda sanitaria è:,una casa produttrice di medicinali,un'azienda produttrice di articoli sanitari,la struttura di gestione dei servizi sanitari di un determinato ambito del territorio regionale,un insieme di ospedali e cliniche specialistiche,un ospedale sia pubblico che privato,C,Area Clinica 2016,medicina legale e sanità pubblica
1019,la sensibilità di un test corrisponde a:,probabilità di osservare un risultato positivo,probabilità di osservare un test con risultato positivo tra i malati,frequenza dei malati con test positivo,probabilità di osservare un risultato negativo tra i malati,numero di malati con test positivo,B,Area Clinica 2016,medicina legale e sanità pubblica
1020,il più importante vantaggio di uno studio epidemiologico caso-controllo:,la possibilità di calcolare la prevalenza puntuale della malattia considerata,la possibilità di calcolare la prevalenza periodale della malattia considerata,la possibilità di calcolare l'incidenza della malattia considerata,la possibilità di utilizzarlo anche per malattie molto rare,l'utilizzo di dati già raccolti attraverso altre fonti,D,Area Clinica 2016,medicina legale e sanità pubblica
1021,quali delle seguenti regioni geografiche ha attualmente la maggiore incidenza di infezioni da virus hiv?,america latina,nord-america,asia,nord-africa,africa sub-sahariana,E,Area Clinica 2016,medicina legale e sanità pubblica
1022,un dipartimento aziendale quando aggrega e coordina l'attività di unità operative ospedaliere e territoriali si definisce:,ospedaliero,transmurale,misto,gestionale,tecnico-scientifico,B,Area Clinica 2016,medicina legale e sanità pubblica
1023,la vaccinazione implica lo sviluppo di una immunizzazione di tipo:,naturale attiva,naturale passiva,artificiale attiva,artificiale passiva,tutte le risposte indicate,C,Area Clinica 2016,medicina legale e sanità pubblica
1024,quale dei seguenti microrganismi viene solitamente ricercato nelle acque come indicatore di contaminazione fecale ?,virus dell'epatite b,escherichia coli,vibrio coleræ,virus dell'epatite a,nessuna delle risposte indicate,B,Area Clinica 2016,medicina legale e sanità pubblica
1025,gli studi caso-controllo:,sono complessi e molto costosi,permettono di calcolare l'incidenza e la prevalenza,stimano il rischio relativo (rr) con l'odds ratio (or),permettono di calcolare il rischio relativo (rr),richiedono tempi più lunghi rispetto agli studi di coorte,C,Area Clinica 2016,medicina legale e sanità pubblica
1026,le aziende sanitarie locali (a.s.l.) sono una vera e propria azienda pubblica dotata di autonomia:,organizzativa,amministrativa,organizzativa e patrimoniale,organizzativa e amministrativa,"organizzativa, patrimoniale e amministrativa",E,Area Clinica 2016,medicina legale e sanità pubblica
1027,l'assistenza sanitaria di base è,la cura delle malattie nel territorio,l'insieme di interventi sanitari a livello ospedaliero,la prevenzione primaria nei luoghi decentrati,la medicina delle evidenze,gli interventi diagnostici minimi garantiti,A,Area Clinica 2016,medicina legale e sanità pubblica
1028,quale delle seguenti affermazioni sull'infezione da hcv è corretta?,lo screening per hcv del sangue da donatori non viene effettuato,e' disponibile un vaccino,gli operatori sanitari hanno una prevalenza di positività intorno all'1%,in caso di esposizione lavorativa sono disponibili misure di immunoprofilassi specifica,i sieropositivi all'hcv devono essere posti in isolamento,C,Area Clinica 2016,medicina legale e sanità pubblica
1029,il processo di pianificazione strategica è:,la definizione degli obiettivi dell'organizzazione aziendale,l'individuazione delle risorse necessarie per il perseguimento degli obiettivi,la allocazione delle risorse all'interno dell'azienda,sinonimo di budget,effettuato dal collegio dei sanitari,A,Area Clinica 2016,medicina legale e sanità pubblica
1030,si indichi il fenomeno morboso a più elevata letalità,le malattie cardiovascolari,i tumori maligni,il tetano,l'aids,nessuna delle altre risposte indicate,A,Area Clinica 2016,medicina legale e sanità pubblica
1031,la differenza tra tasso di incidenza negli esposti e nei non esposti a un fattore di rischio si definisce:,rischio assoluto,rischio relativo,rischio attribuibile,tutte le altre risposte indicate,nessuna delle altre risposte indicate,C,Area Clinica 2016,medicina legale e sanità pubblica
1032,per residuo fisso (o solido) di un'acqua s'intende:,il contenuto dei sali alcalino terrosi in 750 ml di acqua,il contenuto salino totale per litro di acqua,il contenuto dei bicarbonati per litro di acqua,il contenuto dei sali ad esclusione di quelli alcalino terrosi per litro di acqua,il contenuto delle sostanze organiche per litro di acqua,B,Area Clinica 2016,medicina legale e sanità pubblica
1033,in quale delle seguenti forme di epatite virale la letalità può raggiungere il 20% se l'infezione è contratta durante il terzo trimestre di gravidanza ?,epatite a,epatite b,epatite c,epatite d,epatite e,E,Area Clinica 2016,medicina legale e sanità pubblica
1034,le linee guida:,vengono prodotte sulla base di procedure,"vengono tendenzialmente prodotte a livello locale (ospedale, asl, ecc.)",non fanno parte del ciclo del technology assessment,vengono rivolte solo ai medici,vengono elaborate in modo sistematico in base alla evidenze scientifiche disponibili,E,Area Clinica 2016,medicina legale e sanità pubblica
1035,i rifiuti derivanti da attività domestiche sono inclusi tra quelli (cfr. d.lgs. 22/97):,urbani non pericolosi,urbani pericolosi,speciali non pericolosi,speciali pericolosi,tossici e nocivi,A,Area Clinica 2016,medicina legale e sanità pubblica
1036,per quali tra i seguenti fattori di rischio vi è evidenza scientifica certa di cancerogenicità ?,idrocarburi policiclici aromatici,benzene,radon,radiazioni ionizzanti,tutte le risposte indicate,E,Area Clinica 2016,medicina legale e sanità pubblica
1037,"uno studio epidemiologico che esamina una popolazione in un preciso istante al fine di determinare lo stato di malattia, l'esposizione ad un particolare fattore o la presenza di una qualsiasi altra condizione viene definito:",studio di prevalenza o trasversale,studio per coorte o longitudinale,studio caso-controllo o retrospettivo,studio sperimentale,nessuna delle risposte indicate,A,Area Clinica 2016,medicina legale e sanità pubblica
1038,il tasso di mortalità infantile è il rapporto tra:,n° annuo di morti di età inferiore ad un anno e n° nascite (vivi + morti) nello stesso anno,n° annuale di morti in bambini di età inferiore ad un anno e n° di nati vivi nello stesso anno,n° di morti per anno nei primi 28 giorni di vita e n° di nati vivi in un anno,n° di nati morti + n° morti nella prima settimana e n° di nati vivi + n° di nati morti,n° di morti in un anno e popolazione infantile (minore o uguale a 8 anni d'età),B,Area Clinica 2016,medicina legale e sanità pubblica
1039,"quale, tra i seguenti tumori maligni del sesso maschile, ha mostrato negli ultimi decenni, in italia, una evidente riduzione dei tassi di mortalità ?",polmone,stomaco,fegato e vie biliari,prostata,colon-retto,B,Area Clinica 2016,medicina legale e sanità pubblica
1040,un rischio relativo superiore a 1 indica presumibilmente che:,il supposto fattore di rischio non ha influenza sullo sviluppo della malattia,l'incidenza negli esposti è inferiore a quella nei non esposti,il supposto fattore di rischio è protettivo nei confronti dello sviluppo della malattia considerata,il fattore di rischio ha influenza sullo sviluppo della malattia considerata,l'incidenza negli esposti è uguale a quella dei non esposti.,D,Area Clinica 2016,medicina legale e sanità pubblica
1041,quali dei seguenti vaccini è costituito da virus viventi attenuati?,antinfluenzale,antifebbre gialla,antipertosse,antipolio tipo salk (ipv),antiepatite a,B,Area Clinica 2016,medicina legale e sanità pubblica
1042,quale tra i seguenti componenti è presente in maggior percentuale nei rifiuti solidi secondo le più recenti stime per l'italia ?,sostanze organiche,materiale cellulosico,materiale plastico,metalli ferrosi,vetro,A,Area Clinica 2016,medicina legale e sanità pubblica
1043,qual e' il tasso alcolemico massimo ammesso dal codice della strada per la guida di autoveicoli:,"0,3g/litro","0,5g/litro","0,8g/litro",1g/litro,"1,2g/litro",B,Area Clinica 2016,medicina legale e sanità pubblica
1044,le cure palliative sono:,un rimedio di seconda scelta da attuare quando non c'e' una terapia efficace,cure garantite ai malati terminali solo negli hospice,efficaci solo nel trattamento del dolore,un approccio multidisciplinare nell'assistenza dei malati inguaribili,trattamenti omeopatici utilizzati da personale paramedico,D,Area Clinica 2016,medicina legale e sanità pubblica
1045,in tema di responsabilita' civile del medico:,la responsabilita' del medico dipendente del servizio sanitario nazionale e' sempre di natura extracontrattuale,la responsabilita' del medico anche ove dipendente del s.s.n. e' sempre di natura contrattuale,la responsabilita' del medico non dipendente del s.s.n. e' sempre di natura extracontrattuale,la responsabilita' del medico e' in genere di tipo extracontrattuale,il nesso di causalità non è indispensabile,B,Area Clinica 2016,medicina legale e sanità pubblica
1046,"nell'ambito della colpa generica, imperizia significa:",avventatezza,svogliatezza e leggerezza,superficialita' e carenza di sollecitudine,carenza della preparazione tecnica adeguata e necessaria,disattenzione e dimenticanza,D,Area Clinica 2016,medicina legale e sanità pubblica
1047,"cosa si intende con la dizione ""prognosi riservata""?",che il paziente si trova in pericolo di morte,che si tratta di lesione grave,che si tratta di lesione gravissima,che la malattia e' insanabile,che al momento non si puo' stabilire l'evoluzione della malattia,E,Area Clinica 2016,medicina legale e sanità pubblica
1048,come e' strutturato il sistema classificatorio icidh ?,in gruppi di malattie,in scale di autonomia,in scale di attivita',"in menomazioni, disabilita' ed handicap",per alberi decisionali,D,Area Clinica 2016,medicina legale e sanità pubblica
1049,chi e' tenuto al rispetto del codice di deontolgia medica?,i medici di medicina generale,i medici ospedalieri,i medici liberi professionisti,tutti i medici,nessuno di quelli indicati,D,Area Clinica 2016,medicina legale e sanità pubblica
1050,l'uso di armi:,aggrava la lesione personale,non influisce sulla lesione personale,rende obbligatoria la denuncia,aggrava la lesione personale se la lesione e' lieve,non è mai rilevante,A,Area Clinica 2016,medicina legale e sanità pubblica
1051,"il ""danno biologico"" e':",lesione permanente dell'integrita' fisica,lesione anatomica funzionale,menomazione dell'integrita' psico fisica,lesione funzionale,lesione anatomica,C,Area Clinica 2016,medicina legale e sanità pubblica
1052,perche' l'infortunio lavorativo sia riconosciuto deve procurare una inabilta' temporanea superiore a:,due giorni,tre giorni,una settimana,un mese,nessuna delle altre risposte indicate,B,Area Clinica 2016,medicina legale e sanità pubblica
1053,quale e' un requisito essenziale del certificato?,veridicita',semplicita',precisione,intuibilita',brevita',A,Area Clinica 2016,medicina legale e sanità pubblica
1054,si definisce invalido civile colui che:,e' inabile a qualsiasi lavoro,ha perso il lavoro in seguito ad infortunio o malattia professionale,ha perso la capacita' di guadagno nella misura del 100%,a seguito di infortunio ha avuto un danno biologico superiore al 35%,a seguito di minorazione congenita o acquisita ha una riduzione della capacita' lavorativa a meno di 1/3 o se ultra65enne abbia difficolta' a compiere gli atti quotidiani della vita,E,Area Clinica 2016,medicina legale e sanità pubblica
1055,la perdita di un senso o dell'uso di un organo costituisce:,una lesione personale colposa,una lesione personale dolosa,una lesione personale grave,l'indebolimento permanente di un organo di un senso,una lesione personale gravissima,E,Area Clinica 2016,medicina legale e sanità pubblica
1056,quale categoria di medici ha l'obbligo di prestare la propria opera in qualita' di ausiliare di polizia giudiziaria?,solo i medici di medicina generale,solo i pubblici ufficiali,solo i medici legali,solo i medici di direzione sanitari,tutti i medici,E,Area Clinica 2016,medicina legale e sanità pubblica
1057,la copia della ricetta di sostanze stupefacenti:,va conservata per un anno,va conservata per due anni,va conservata per cinque anni,non va conservata,va conservata per sei mesi,B,Area Clinica 2016,medicina legale e sanità pubblica
1058,quali tra le seguenti sono sanzioni disciplinari previste per la responsabilita' deontologica?,censura,avvertimento,sospensione,radiazione,tutte le risposte indicate,E,Area Clinica 2016,medicina legale e sanità pubblica
1059,quale dei seguenti materiali biologici consente l'accertamento di un uso non recente di droghe?,sangue,saliva,sudore,capelli,urine,D,Area Clinica 2016,medicina legale e sanità pubblica
1060,i grandi traumatismi sono caratterizzati da lesioni:,molteplici,multiformi,molteplici e multiformi,molteplici e multipolari,"molteplici, multiformi, multipolari",E,Area Clinica 2016,medicina legale e sanità pubblica
1061,cos'e' la morte iatrogena,un tipo di morte naturale,una morte improvvisa,una morte causata da trattamento medico-chirurgico,una morte immediata,nessuna delle altre risposte indicate,C,Area Clinica 2016,medicina legale e sanità pubblica
1062,la formazione della crosta:,è di tipo linfatico nelle escoriazioni di ii grado,si verifica anche nel cadavere,è indice di reazione vitale,è di colore rosso-cupo nelle escoriazioni di i grado,nessuna delle risposte indicate è corretta,C,Area Clinica 2016,medicina legale e sanità pubblica
1063,tutte le seguenti affermazioni sono errate tranne:,la sottrazione di 1 litro di sangue determina comunque la morte del soggetto,"la perdita di 2-2,5 litri di sangue è mortale se avvenuta rapidamente",nello shock emorragico si osserva bradicardia,"nelle lesioni dei piccoli vasi, la morte sopraggiunge rapidamente solo se la lesione vascolare è incomunicazione con l'esterno",nella morte conseguente a shock emorragico le ipostasi sono abbondanti ed i visceri congesti,B,Area Clinica 2016,medicina legale e sanità pubblica
1064,tutte le seguenti affermazioni riguardanti la malattia professionale sono esatte tranne:,deve essere contratta nell'esercizio e a causa della lavorazione espletata.,la causa è diluita nel tempo.,"è sufficiente che la malattia risulti contratta nell'ambiente di lavoro, purchè frequentato a causa delle lavorazioni stesse.",deriva esclusivamente dall'incontro dell'organismo umano con una causa violenta in occasione di lavoro,nessuna delle risposte indicate,D,Area Clinica 2016,medicina legale e sanità pubblica
1065,il medico necroscopo ha il compito di,autorizzare il seppellimento,eseguire trattamenti conservativi sul cadavere,eseguire accertamenti sul cadavere per conto dell'autorità giudiziaria,effettuare il sopralluogo,accertare la morte,E,Area Clinica 2016,medicina legale e sanità pubblica
1066,quando può essere omesso il referto?,mai,a discrezione del medico,sempre nei casi riguardanti minori di etaà,qualora l'assistito possa essere esposto a procedimento penale,ogni qualvolta l'assistito lo richieda,D,Area Clinica 2016,medicina legale e sanità pubblica
1067,il nuovo codice di deontologia medica e' stato approvato:,nel 1998,nel 2001,nel 2014,nel 1999,nel 2007,C,Area Clinica 2016,medicina legale e sanità pubblica
1068,una patologia verosimilmente causata dalle mansioni svolte dal lavoratore ma non contemplata nel sistema tabellare,non viene mai riconosciuta dall'inail quale malattia professionale,viene riconosciuta dall'inail quale malattia professionale ma liquidata solo l'indennità giornaliera per inabilità temporanea assoluta,viene riconosciuta dall'inail quale malattia professional solo se si manifesta entro il termine di tre anni,viene riconosciuta dall'inail quale malattia professionale solo se l'assicurato dimostra il nesso di causa tra lavoro e malattia presentata,viene riconosciuta dall'inail quale malattia professionale solo se il datore di lavoro ha versato i contributi assicurativi,D,Area Clinica 2016,medicina legale e sanità pubblica
1069,"quando sussiste la possibilità di vita autonoma del feto, l'interruzione volontaria della gravidanza può essere praticata solo allorché:",la gravidanza o il parto comportino un grave pericolo per la vita della donna,siano state accertate anomalie o malformazioni del feto,la donna sia interdetta per infermità di mente,l'interruzione sia stata approvata dal giudice,la gravidanza sia conseguenza di una violenza sessuale,A,Area Clinica 2016,medicina legale e sanità pubblica
1070,quale delle seguenti sanzioni non è prevista in caso di violazione del codice deontologico?,radiazione dall'albo professionale,censura,ammenda da versare all'ordine dei medici provinciale,richiamo,sospensione,C,Area Clinica 2016,medicina legale e sanità pubblica
